Country,Week,Year,Age,Sex,Region,Condition,Deaths
Netherlands,0,2017,Total,Total,Total,Total,469
Netherlands,1,2017,Total,Total,Total,Total,3568
Netherlands,2,2017,Total,Total,Total,Total,3637
Netherlands,3,2017,Total,Total,Total,Total,3487
Netherlands,4,2017,Total,Total,Total,Total,3626
Netherlands,5,2017,Total,Total,Total,Total,3574
Netherlands,6,2017,Total,Total,Total,Total,3446
Netherlands,7,2017,Total,Total,Total,Total,3417
Netherlands,8,2017,Total,Total,Total,Total,3328
Netherlands,9,2017,Total,Total,Total,Total,3152
Netherlands,10,2017,Total,Total,Total,Total,3054
Netherlands,11,2017,Total,Total,Total,Total,2843
Netherlands,12,2017,Total,Total,Total,Total,2778
Netherlands,13,2017,Total,Total,Total,Total,2850
Netherlands,14,2017,Total,Total,Total,Total,2764
Netherlands,15,2017,Total,Total,Total,Total,2810
Netherlands,16,2017,Total,Total,Total,Total,2713
Netherlands,17,2017,Total,Total,Total,Total,2778
Netherlands,18,2017,Total,Total,Total,Total,2769
Netherlands,19,2017,Total,Total,Total,Total,2802
Netherlands,20,2017,Total,Total,Total,Total,2801
Netherlands,21,2017,Total,Total,Total,Total,2772
Netherlands,22,2017,Total,Total,Total,Total,2701
Netherlands,23,2017,Total,Total,Total,Total,2624
Netherlands,24,2017,Total,Total,Total,Total,2643
Netherlands,25,2017,Total,Total,Total,Total,2627
Netherlands,26,2017,Total,Total,Total,Total,2691
Netherlands,27,2017,Total,Total,Total,Total,2697
Netherlands,28,2017,Total,Total,Total,Total,2520
Netherlands,29,2017,Total,Total,Total,Total,2674
Netherlands,30,2017,Total,Total,Total,Total,2571
Netherlands,31,2017,Total,Total,Total,Total,2510
Netherlands,32,2017,Total,Total,Total,Total,2657
Netherlands,33,2017,Total,Total,Total,Total,2540
Netherlands,34,2017,Total,Total,Total,Total,2545
Netherlands,35,2017,Total,Total,Total,Total,2576
Netherlands,36,2017,Total,Total,Total,Total,2570
Netherlands,37,2017,Total,Total,Total,Total,2707
Netherlands,38,2017,Total,Total,Total,Total,2715
Netherlands,39,2017,Total,Total,Total,Total,2669
Netherlands,40,2017,Total,Total,Total,Total,2641
Netherlands,41,2017,Total,Total,Total,Total,2763
Netherlands,42,2017,Total,Total,Total,Total,2706
Netherlands,43,2017,Total,Total,Total,Total,2676
Netherlands,44,2017,Total,Total,Total,Total,2726
Netherlands,45,2017,Total,Total,Total,Total,2797
Netherlands,46,2017,Total,Total,Total,Total,2916
Netherlands,47,2017,Total,Total,Total,Total,2917
Netherlands,48,2017,Total,Total,Total,Total,2886
Netherlands,49,2017,Total,Total,Total,Total,3027
Netherlands,50,2017,Total,Total,Total,Total,3218
Netherlands,51,2017,Total,Total,Total,Total,3079
Netherlands,52,2017,Total,Total,Total,Total,3187
Netherlands,0,2018,Total,Total,Total,Total,3343
Netherlands,1,2018,Total,Total,Total,Total,3359
Netherlands,2,2018,Total,Total,Total,Total,3364
Netherlands,3,2018,Total,Total,Total,Total,3322
Netherlands,4,2018,Total,Total,Total,Total,3403
Netherlands,5,2018,Total,Total,Total,Total,3513
Netherlands,6,2018,Total,Total,Total,Total,3660
Netherlands,7,2018,Total,Total,Total,Total,3691
Netherlands,8,2018,Total,Total,Total,Total,3937
Netherlands,9,2018,Total,Total,Total,Total,4092
Netherlands,10,2018,Total,Total,Total,Total,3733
Netherlands,11,2018,Total,Total,Total,Total,3430
Netherlands,12,2018,Total,Total,Total,Total,3225
Netherlands,13,2018,Total,Total,Total,Total,3040
Netherlands,14,2018,Total,Total,Total,Total,2860
Netherlands,15,2018,Total,Total,Total,Total,2760
Netherlands,16,2018,Total,Total,Total,Total,2663
Netherlands,17,2018,Total,Total,Total,Total,2645
Netherlands,18,2018,Total,Total,Total,Total,2641
Netherlands,19,2018,Total,Total,Total,Total,2606
Netherlands,20,2018,Total,Total,Total,Total,2674
Netherlands,21,2018,Total,Total,Total,Total,2776
Netherlands,22,2018,Total,Total,Total,Total,2679
Netherlands,23,2018,Total,Total,Total,Total,2557
Netherlands,24,2018,Total,Total,Total,Total,2601
Netherlands,25,2018,Total,Total,Total,Total,2619
Netherlands,26,2018,Total,Total,Total,Total,2726
Netherlands,27,2018,Total,Total,Total,Total,2671
Netherlands,28,2018,Total,Total,Total,Total,2704
Netherlands,29,2018,Total,Total,Total,Total,2767
Netherlands,30,2018,Total,Total,Total,Total,2760
Netherlands,31,2018,Total,Total,Total,Total,2745
Netherlands,32,2018,Total,Total,Total,Total,2605
Netherlands,33,2018,Total,Total,Total,Total,2612
Netherlands,34,2018,Total,Total,Total,Total,2527
Netherlands,35,2018,Total,Total,Total,Total,2613
Netherlands,36,2018,Total,Total,Total,Total,2539
Netherlands,37,2018,Total,Total,Total,Total,2706
Netherlands,38,2018,Total,Total,Total,Total,2696
Netherlands,39,2018,Total,Total,Total,Total,2806
Netherlands,40,2018,Total,Total,Total,Total,2760
Netherlands,41,2018,Total,Total,Total,Total,2739
Netherlands,42,2018,Total,Total,Total,Total,2671
Netherlands,43,2018,Total,Total,Total,Total,2815
Netherlands,44,2018,Total,Total,Total,Total,2798
Netherlands,45,2018,Total,Total,Total,Total,2761
Netherlands,46,2018,Total,Total,Total,Total,2859
Netherlands,47,2018,Total,Total,Total,Total,2907
Netherlands,48,2018,Total,Total,Total,Total,2968
Netherlands,49,2018,Total,Total,Total,Total,3017
Netherlands,50,2018,Total,Total,Total,Total,3041
Netherlands,51,2018,Total,Total,Total,Total,2901
Netherlands,52,2018,Total,Total,Total,Total,456
Netherlands,0,2019,Total,Total,Total,Total,2606
Netherlands,1,2019,Total,Total,Total,Total,3262
Netherlands,2,2019,Total,Total,Total,Total,3150
Netherlands,3,2019,Total,Total,Total,Total,3178
Netherlands,4,2019,Total,Total,Total,Total,3143
Netherlands,5,2019,Total,Total,Total,Total,3185
Netherlands,6,2019,Total,Total,Total,Total,3252
Netherlands,7,2019,Total,Total,Total,Total,3222
Netherlands,8,2019,Total,Total,Total,Total,3066
Netherlands,9,2019,Total,Total,Total,Total,3171
Netherlands,10,2019,Total,Total,Total,Total,3227
Netherlands,11,2019,Total,Total,Total,Total,3042
Netherlands,12,2019,Total,Total,Total,Total,3013
Netherlands,13,2019,Total,Total,Total,Total,2900
Netherlands,14,2019,Total,Total,Total,Total,2900
Netherlands,15,2019,Total,Total,Total,Total,3040
Netherlands,16,2019,Total,Total,Total,Total,2957
Netherlands,17,2019,Total,Total,Total,Total,2806
Netherlands,18,2019,Total,Total,Total,Total,2771
Netherlands,19,2019,Total,Total,Total,Total,2821
Netherlands,20,2019,Total,Total,Total,Total,2873
Netherlands,21,2019,Total,Total,Total,Total,2732
Netherlands,22,2019,Total,Total,Total,Total,2736
Netherlands,23,2019,Total,Total,Total,Total,2650
Netherlands,24,2019,Total,Total,Total,Total,2694
Netherlands,25,2019,Total,Total,Total,Total,2835
Netherlands,26,2019,Total,Total,Total,Total,2725
Netherlands,27,2019,Total,Total,Total,Total,2760
Netherlands,28,2019,Total,Total,Total,Total,2584
Netherlands,29,2019,Total,Total,Total,Total,3007
Netherlands,30,2019,Total,Total,Total,Total,2731
Netherlands,31,2019,Total,Total,Total,Total,2628
Netherlands,32,2019,Total,Total,Total,Total,2612
Netherlands,33,2019,Total,Total,Total,Total,2615
Netherlands,34,2019,Total,Total,Total,Total,2782
Netherlands,35,2019,Total,Total,Total,Total,2555
Netherlands,36,2019,Total,Total,Total,Total,2640
Netherlands,37,2019,Total,Total,Total,Total,2580
Netherlands,38,2019,Total,Total,Total,Total,2753
Netherlands,39,2019,Total,Total,Total,Total,2713
Netherlands,40,2019,Total,Total,Total,Total,2911
Netherlands,41,2019,Total,Total,Total,Total,2877
Netherlands,42,2019,Total,Total,Total,Total,2867
Netherlands,43,2019,Total,Total,Total,Total,2852
Netherlands,44,2019,Total,Total,Total,Total,3011
Netherlands,45,2019,Total,Total,Total,Total,3057
Netherlands,46,2019,Total,Total,Total,Total,3019
Netherlands,47,2019,Total,Total,Total,Total,3037
Netherlands,48,2019,Total,Total,Total,Total,3013
Netherlands,49,2019,Total,Total,Total,Total,3148
Netherlands,50,2019,Total,Total,Total,Total,3235
Netherlands,51,2019,Total,Total,Total,Total,2997
Netherlands,52,2019,Total,Total,Total,Total,852
Netherlands,0,2020,Total,Total,Total,Total,2242
Netherlands,1,2020,Total,Total,Total,Total,3364
Netherlands,2,2020,Total,Total,Total,Total,3151
Netherlands,3,2020,Total,Total,Total,Total,3040
Netherlands,4,2020,Total,Total,Total,Total,3157
Netherlands,5,2020,Total,Total,Total,Total,3188
Netherlands,6,2020,Total,Total,Total,Total,3195
Netherlands,7,2020,Total,Total,Total,Total,2953
Netherlands,8,2020,Total,Total,Total,Total,3087
Netherlands,9,2020,Total,Total,Total,Total,3092
Netherlands,10,2020,Total,Total,Total,Total,3211
Netherlands,11,2020,Total,Total,Total,Total,3593
Netherlands,12,2020,Total,Total,Total,Total,4432
Netherlands,13,2020,Total,Total,Total,Total,5037
Netherlands,14,2020,Total,Total,Total,Total,5036
Netherlands,0,2017,0-64,Total,Total,Total,59
Netherlands,1,2017,0-64,Total,Total,Total,454
Netherlands,2,2017,0-64,Total,Total,Total,418
Netherlands,3,2017,0-64,Total,Total,Total,428
Netherlands,4,2017,0-64,Total,Total,Total,447
Netherlands,5,2017,0-64,Total,Total,Total,424
Netherlands,6,2017,0-64,Total,Total,Total,472
Netherlands,7,2017,0-64,Total,Total,Total,466
Netherlands,8,2017,0-64,Total,Total,Total,439
Netherlands,9,2017,0-64,Total,Total,Total,407
Netherlands,10,2017,0-64,Total,Total,Total,436
Netherlands,11,2017,0-64,Total,Total,Total,426
Netherlands,12,2017,0-64,Total,Total,Total,413
Netherlands,13,2017,0-64,Total,Total,Total,426
Netherlands,14,2017,0-64,Total,Total,Total,435
Netherlands,15,2017,0-64,Total,Total,Total,401
Netherlands,16,2017,0-64,Total,Total,Total,403
Netherlands,17,2017,0-64,Total,Total,Total,388
Netherlands,18,2017,0-64,Total,Total,Total,389
Netherlands,19,2017,0-64,Total,Total,Total,379
Netherlands,20,2017,0-64,Total,Total,Total,387
Netherlands,21,2017,0-64,Total,Total,Total,402
Netherlands,22,2017,0-64,Total,Total,Total,377
Netherlands,23,2017,0-64,Total,Total,Total,418
Netherlands,24,2017,0-64,Total,Total,Total,400
Netherlands,25,2017,0-64,Total,Total,Total,415
Netherlands,26,2017,0-64,Total,Total,Total,435
Netherlands,27,2017,0-64,Total,Total,Total,401
Netherlands,28,2017,0-64,Total,Total,Total,397
Netherlands,29,2017,0-64,Total,Total,Total,397
Netherlands,30,2017,0-64,Total,Total,Total,384
Netherlands,31,2017,0-64,Total,Total,Total,386
Netherlands,32,2017,0-64,Total,Total,Total,416
Netherlands,33,2017,0-64,Total,Total,Total,404
Netherlands,34,2017,0-64,Total,Total,Total,384
Netherlands,35,2017,0-64,Total,Total,Total,401
Netherlands,36,2017,0-64,Total,Total,Total,384
Netherlands,37,2017,0-64,Total,Total,Total,416
Netherlands,38,2017,0-64,Total,Total,Total,443
Netherlands,39,2017,0-64,Total,Total,Total,401
Netherlands,40,2017,0-64,Total,Total,Total,421
Netherlands,41,2017,0-64,Total,Total,Total,416
Netherlands,42,2017,0-64,Total,Total,Total,394
Netherlands,43,2017,0-64,Total,Total,Total,397
Netherlands,44,2017,0-64,Total,Total,Total,427
Netherlands,45,2017,0-64,Total,Total,Total,445
Netherlands,46,2017,0-64,Total,Total,Total,430
Netherlands,47,2017,0-64,Total,Total,Total,411
Netherlands,48,2017,0-64,Total,Total,Total,419
Netherlands,49,2017,0-64,Total,Total,Total,457
Netherlands,50,2017,0-64,Total,Total,Total,458
Netherlands,51,2017,0-64,Total,Total,Total,424
Netherlands,52,2017,0-64,Total,Total,Total,437
Netherlands,0,2018,0-64,Total,Total,Total,431
Netherlands,1,2018,0-64,Total,Total,Total,406
Netherlands,2,2018,0-64,Total,Total,Total,423
Netherlands,3,2018,0-64,Total,Total,Total,408
Netherlands,4,2018,0-64,Total,Total,Total,456
Netherlands,5,2018,0-64,Total,Total,Total,443
Netherlands,6,2018,0-64,Total,Total,Total,427
Netherlands,7,2018,0-64,Total,Total,Total,434
Netherlands,8,2018,0-64,Total,Total,Total,468
Netherlands,9,2018,0-64,Total,Total,Total,464
Netherlands,10,2018,0-64,Total,Total,Total,445
Netherlands,11,2018,0-64,Total,Total,Total,438
Netherlands,12,2018,0-64,Total,Total,Total,411
Netherlands,13,2018,0-64,Total,Total,Total,445
Netherlands,14,2018,0-64,Total,Total,Total,402
Netherlands,15,2018,0-64,Total,Total,Total,380
Netherlands,16,2018,0-64,Total,Total,Total,400
Netherlands,17,2018,0-64,Total,Total,Total,395
Netherlands,18,2018,0-64,Total,Total,Total,371
Netherlands,19,2018,0-64,Total,Total,Total,350
Netherlands,20,2018,0-64,Total,Total,Total,391
Netherlands,21,2018,0-64,Total,Total,Total,416
Netherlands,22,2018,0-64,Total,Total,Total,399
Netherlands,23,2018,0-64,Total,Total,Total,372
Netherlands,24,2018,0-64,Total,Total,Total,362
Netherlands,25,2018,0-64,Total,Total,Total,383
Netherlands,26,2018,0-64,Total,Total,Total,406
Netherlands,27,2018,0-64,Total,Total,Total,408
Netherlands,28,2018,0-64,Total,Total,Total,391
Netherlands,29,2018,0-64,Total,Total,Total,405
Netherlands,30,2018,0-64,Total,Total,Total,402
Netherlands,31,2018,0-64,Total,Total,Total,424
Netherlands,32,2018,0-64,Total,Total,Total,404
Netherlands,33,2018,0-64,Total,Total,Total,375
Netherlands,34,2018,0-64,Total,Total,Total,407
Netherlands,35,2018,0-64,Total,Total,Total,417
Netherlands,36,2018,0-64,Total,Total,Total,368
Netherlands,37,2018,0-64,Total,Total,Total,428
Netherlands,38,2018,0-64,Total,Total,Total,447
Netherlands,39,2018,0-64,Total,Total,Total,441
Netherlands,40,2018,0-64,Total,Total,Total,432
Netherlands,41,2018,0-64,Total,Total,Total,384
Netherlands,42,2018,0-64,Total,Total,Total,430
Netherlands,43,2018,0-64,Total,Total,Total,408
Netherlands,44,2018,0-64,Total,Total,Total,407
Netherlands,45,2018,0-64,Total,Total,Total,431
Netherlands,46,2018,0-64,Total,Total,Total,403
Netherlands,47,2018,0-64,Total,Total,Total,423
Netherlands,48,2018,0-64,Total,Total,Total,438
Netherlands,49,2018,0-64,Total,Total,Total,470
Netherlands,50,2018,0-64,Total,Total,Total,425
Netherlands,51,2018,0-64,Total,Total,Total,408
Netherlands,52,2018,0-64,Total,Total,Total,66
Netherlands,0,2019,0-64,Total,Total,Total,340
Netherlands,1,2019,0-64,Total,Total,Total,462
Netherlands,2,2019,0-64,Total,Total,Total,396
Netherlands,3,2019,0-64,Total,Total,Total,420
Netherlands,4,2019,0-64,Total,Total,Total,439
Netherlands,5,2019,0-64,Total,Total,Total,401
Netherlands,6,2019,0-64,Total,Total,Total,405
Netherlands,7,2019,0-64,Total,Total,Total,415
Netherlands,8,2019,0-64,Total,Total,Total,400
Netherlands,9,2019,0-64,Total,Total,Total,429
Netherlands,10,2019,0-64,Total,Total,Total,415
Netherlands,11,2019,0-64,Total,Total,Total,399
Netherlands,12,2019,0-64,Total,Total,Total,396
Netherlands,13,2019,0-64,Total,Total,Total,384
Netherlands,14,2019,0-64,Total,Total,Total,402
Netherlands,15,2019,0-64,Total,Total,Total,426
Netherlands,16,2019,0-64,Total,Total,Total,367
Netherlands,17,2019,0-64,Total,Total,Total,377
Netherlands,18,2019,0-64,Total,Total,Total,377
Netherlands,19,2019,0-64,Total,Total,Total,387
Netherlands,20,2019,0-64,Total,Total,Total,404
Netherlands,21,2019,0-64,Total,Total,Total,390
Netherlands,22,2019,0-64,Total,Total,Total,417
Netherlands,23,2019,0-64,Total,Total,Total,369
Netherlands,24,2019,0-64,Total,Total,Total,366
Netherlands,25,2019,0-64,Total,Total,Total,410
Netherlands,26,2019,0-64,Total,Total,Total,383
Netherlands,27,2019,0-64,Total,Total,Total,402
Netherlands,28,2019,0-64,Total,Total,Total,400
Netherlands,29,2019,0-64,Total,Total,Total,434
Netherlands,30,2019,0-64,Total,Total,Total,379
Netherlands,31,2019,0-64,Total,Total,Total,371
Netherlands,32,2019,0-64,Total,Total,Total,358
Netherlands,33,2019,0-64,Total,Total,Total,372
Netherlands,34,2019,0-64,Total,Total,Total,381
Netherlands,35,2019,0-64,Total,Total,Total,376
Netherlands,36,2019,0-64,Total,Total,Total,378
Netherlands,37,2019,0-64,Total,Total,Total,354
Netherlands,38,2019,0-64,Total,Total,Total,395
Netherlands,39,2019,0-64,Total,Total,Total,403
Netherlands,40,2019,0-64,Total,Total,Total,412
Netherlands,41,2019,0-64,Total,Total,Total,382
Netherlands,42,2019,0-64,Total,Total,Total,402
Netherlands,43,2019,0-64,Total,Total,Total,392
Netherlands,44,2019,0-64,Total,Total,Total,463
Netherlands,45,2019,0-64,Total,Total,Total,457
Netherlands,46,2019,0-64,Total,Total,Total,389
Netherlands,47,2019,0-64,Total,Total,Total,422
Netherlands,48,2019,0-64,Total,Total,Total,405
Netherlands,49,2019,0-64,Total,Total,Total,426
Netherlands,50,2019,0-64,Total,Total,Total,450
Netherlands,51,2019,0-64,Total,Total,Total,400
Netherlands,52,2019,0-64,Total,Total,Total,110
Netherlands,0,2020,0-64,Total,Total,Total,271
Netherlands,1,2020,0-64,Total,Total,Total,432
Netherlands,2,2020,0-64,Total,Total,Total,416
Netherlands,3,2020,0-64,Total,Total,Total,352
Netherlands,4,2020,0-64,Total,Total,Total,447
Netherlands,5,2020,0-64,Total,Total,Total,398
Netherlands,6,2020,0-64,Total,Total,Total,408
Netherlands,7,2020,0-64,Total,Total,Total,339
Netherlands,8,2020,0-64,Total,Total,Total,400
Netherlands,9,2020,0-64,Total,Total,Total,387
Netherlands,10,2020,0-64,Total,Total,Total,406
Netherlands,11,2020,0-64,Total,Total,Total,444
Netherlands,12,2020,0-64,Total,Total,Total,491
Netherlands,13,2020,0-64,Total,Total,Total,487
Netherlands,14,2020,0-64,Total,Total,Total,443
Netherlands,0,2017,65-79,Total,Total,Total,128
Netherlands,1,2017,65-79,Total,Total,Total,929
Netherlands,2,2017,65-79,Total,Total,Total,993
Netherlands,3,2017,65-79,Total,Total,Total,894
Netherlands,4,2017,65-79,Total,Total,Total,956
Netherlands,5,2017,65-79,Total,Total,Total,1038
Netherlands,6,2017,65-79,Total,Total,Total,929
Netherlands,7,2017,65-79,Total,Total,Total,877
Netherlands,8,2017,65-79,Total,Total,Total,914
Netherlands,9,2017,65-79,Total,Total,Total,828
Netherlands,10,2017,65-79,Total,Total,Total,886
Netherlands,11,2017,65-79,Total,Total,Total,795
Netherlands,12,2017,65-79,Total,Total,Total,818
Netherlands,13,2017,65-79,Total,Total,Total,866
Netherlands,14,2017,65-79,Total,Total,Total,800
Netherlands,15,2017,65-79,Total,Total,Total,866
Netherlands,16,2017,65-79,Total,Total,Total,815
Netherlands,17,2017,65-79,Total,Total,Total,821
Netherlands,18,2017,65-79,Total,Total,Total,840
Netherlands,19,2017,65-79,Total,Total,Total,853
Netherlands,20,2017,65-79,Total,Total,Total,848
Netherlands,21,2017,65-79,Total,Total,Total,830
Netherlands,22,2017,65-79,Total,Total,Total,840
Netherlands,23,2017,65-79,Total,Total,Total,749
Netherlands,24,2017,65-79,Total,Total,Total,794
Netherlands,25,2017,65-79,Total,Total,Total,803
Netherlands,26,2017,65-79,Total,Total,Total,785
Netherlands,27,2017,65-79,Total,Total,Total,816
Netherlands,28,2017,65-79,Total,Total,Total,758
Netherlands,29,2017,65-79,Total,Total,Total,832
Netherlands,30,2017,65-79,Total,Total,Total,819
Netherlands,31,2017,65-79,Total,Total,Total,775
Netherlands,32,2017,65-79,Total,Total,Total,838
Netherlands,33,2017,65-79,Total,Total,Total,795
Netherlands,34,2017,65-79,Total,Total,Total,763
Netherlands,35,2017,65-79,Total,Total,Total,790
Netherlands,36,2017,65-79,Total,Total,Total,846
Netherlands,37,2017,65-79,Total,Total,Total,864
Netherlands,38,2017,65-79,Total,Total,Total,854
Netherlands,39,2017,65-79,Total,Total,Total,823
Netherlands,40,2017,65-79,Total,Total,Total,793
Netherlands,41,2017,65-79,Total,Total,Total,877
Netherlands,42,2017,65-79,Total,Total,Total,832
Netherlands,43,2017,65-79,Total,Total,Total,791
Netherlands,44,2017,65-79,Total,Total,Total,798
Netherlands,45,2017,65-79,Total,Total,Total,795
Netherlands,46,2017,65-79,Total,Total,Total,911
Netherlands,47,2017,65-79,Total,Total,Total,912
Netherlands,48,2017,65-79,Total,Total,Total,880
Netherlands,49,2017,65-79,Total,Total,Total,899
Netherlands,50,2017,65-79,Total,Total,Total,1017
Netherlands,51,2017,65-79,Total,Total,Total,918
Netherlands,52,2017,65-79,Total,Total,Total,934
Netherlands,0,2018,65-79,Total,Total,Total,932
Netherlands,1,2018,65-79,Total,Total,Total,926
Netherlands,2,2018,65-79,Total,Total,Total,983
Netherlands,3,2018,65-79,Total,Total,Total,936
Netherlands,4,2018,65-79,Total,Total,Total,921
Netherlands,5,2018,65-79,Total,Total,Total,970
Netherlands,6,2018,65-79,Total,Total,Total,1070
Netherlands,7,2018,65-79,Total,Total,Total,1047
Netherlands,8,2018,65-79,Total,Total,Total,1111
Netherlands,9,2018,65-79,Total,Total,Total,1114
Netherlands,10,2018,65-79,Total,Total,Total,1045
Netherlands,11,2018,65-79,Total,Total,Total,947
Netherlands,12,2018,65-79,Total,Total,Total,897
Netherlands,13,2018,65-79,Total,Total,Total,902
Netherlands,14,2018,65-79,Total,Total,Total,846
Netherlands,15,2018,65-79,Total,Total,Total,874
Netherlands,16,2018,65-79,Total,Total,Total,829
Netherlands,17,2018,65-79,Total,Total,Total,767
Netherlands,18,2018,65-79,Total,Total,Total,758
Netherlands,19,2018,65-79,Total,Total,Total,825
Netherlands,20,2018,65-79,Total,Total,Total,797
Netherlands,21,2018,65-79,Total,Total,Total,857
Netherlands,22,2018,65-79,Total,Total,Total,825
Netherlands,23,2018,65-79,Total,Total,Total,797
Netherlands,24,2018,65-79,Total,Total,Total,803
Netherlands,25,2018,65-79,Total,Total,Total,784
Netherlands,26,2018,65-79,Total,Total,Total,838
Netherlands,27,2018,65-79,Total,Total,Total,805
Netherlands,28,2018,65-79,Total,Total,Total,810
Netherlands,29,2018,65-79,Total,Total,Total,824
Netherlands,30,2018,65-79,Total,Total,Total,867
Netherlands,31,2018,65-79,Total,Total,Total,827
Netherlands,32,2018,65-79,Total,Total,Total,785
Netherlands,33,2018,65-79,Total,Total,Total,813
Netherlands,34,2018,65-79,Total,Total,Total,808
Netherlands,35,2018,65-79,Total,Total,Total,811
Netherlands,36,2018,65-79,Total,Total,Total,819
Netherlands,37,2018,65-79,Total,Total,Total,868
Netherlands,38,2018,65-79,Total,Total,Total,804
Netherlands,39,2018,65-79,Total,Total,Total,873
Netherlands,40,2018,65-79,Total,Total,Total,832
Netherlands,41,2018,65-79,Total,Total,Total,831
Netherlands,42,2018,65-79,Total,Total,Total,857
Netherlands,43,2018,65-79,Total,Total,Total,920
Netherlands,44,2018,65-79,Total,Total,Total,907
Netherlands,45,2018,65-79,Total,Total,Total,825
Netherlands,46,2018,65-79,Total,Total,Total,928
Netherlands,47,2018,65-79,Total,Total,Total,916
Netherlands,48,2018,65-79,Total,Total,Total,905
Netherlands,49,2018,65-79,Total,Total,Total,960
Netherlands,50,2018,65-79,Total,Total,Total,928
Netherlands,51,2018,65-79,Total,Total,Total,909
Netherlands,52,2018,65-79,Total,Total,Total,142
Netherlands,0,2019,65-79,Total,Total,Total,715
Netherlands,1,2019,65-79,Total,Total,Total,865
Netherlands,2,2019,65-79,Total,Total,Total,926
Netherlands,3,2019,65-79,Total,Total,Total,930
Netherlands,4,2019,65-79,Total,Total,Total,947
Netherlands,5,2019,65-79,Total,Total,Total,983
Netherlands,6,2019,65-79,Total,Total,Total,915
Netherlands,7,2019,65-79,Total,Total,Total,940
Netherlands,8,2019,65-79,Total,Total,Total,879
Netherlands,9,2019,65-79,Total,Total,Total,938
Netherlands,10,2019,65-79,Total,Total,Total,980
Netherlands,11,2019,65-79,Total,Total,Total,860
Netherlands,12,2019,65-79,Total,Total,Total,892
Netherlands,13,2019,65-79,Total,Total,Total,848
Netherlands,14,2019,65-79,Total,Total,Total,888
Netherlands,15,2019,65-79,Total,Total,Total,901
Netherlands,16,2019,65-79,Total,Total,Total,860
Netherlands,17,2019,65-79,Total,Total,Total,869
Netherlands,18,2019,65-79,Total,Total,Total,821
Netherlands,19,2019,65-79,Total,Total,Total,811
Netherlands,20,2019,65-79,Total,Total,Total,810
Netherlands,21,2019,65-79,Total,Total,Total,845
Netherlands,22,2019,65-79,Total,Total,Total,807
Netherlands,23,2019,65-79,Total,Total,Total,819
Netherlands,24,2019,65-79,Total,Total,Total,866
Netherlands,25,2019,65-79,Total,Total,Total,858
Netherlands,26,2019,65-79,Total,Total,Total,868
Netherlands,27,2019,65-79,Total,Total,Total,841
Netherlands,28,2019,65-79,Total,Total,Total,816
Netherlands,29,2019,65-79,Total,Total,Total,879
Netherlands,30,2019,65-79,Total,Total,Total,857
Netherlands,31,2019,65-79,Total,Total,Total,784
Netherlands,32,2019,65-79,Total,Total,Total,838
Netherlands,33,2019,65-79,Total,Total,Total,813
Netherlands,34,2019,65-79,Total,Total,Total,906
Netherlands,35,2019,65-79,Total,Total,Total,783
Netherlands,36,2019,65-79,Total,Total,Total,847
Netherlands,37,2019,65-79,Total,Total,Total,817
Netherlands,38,2019,65-79,Total,Total,Total,864
Netherlands,39,2019,65-79,Total,Total,Total,817
Netherlands,40,2019,65-79,Total,Total,Total,943
Netherlands,41,2019,65-79,Total,Total,Total,912
Netherlands,42,2019,65-79,Total,Total,Total,935
Netherlands,43,2019,65-79,Total,Total,Total,882
Netherlands,44,2019,65-79,Total,Total,Total,851
Netherlands,45,2019,65-79,Total,Total,Total,920
Netherlands,46,2019,65-79,Total,Total,Total,922
Netherlands,47,2019,65-79,Total,Total,Total,940
Netherlands,48,2019,65-79,Total,Total,Total,916
Netherlands,49,2019,65-79,Total,Total,Total,1015
Netherlands,50,2019,65-79,Total,Total,Total,992
Netherlands,51,2019,65-79,Total,Total,Total,924
Netherlands,52,2019,65-79,Total,Total,Total,261
Netherlands,0,2020,65-79,Total,Total,Total,631
Netherlands,1,2020,65-79,Total,Total,Total,967
Netherlands,2,2020,65-79,Total,Total,Total,911
Netherlands,3,2020,65-79,Total,Total,Total,933
Netherlands,4,2020,65-79,Total,Total,Total,921
Netherlands,5,2020,65-79,Total,Total,Total,979
Netherlands,6,2020,65-79,Total,Total,Total,937
Netherlands,7,2020,65-79,Total,Total,Total,867
Netherlands,8,2020,65-79,Total,Total,Total,908
Netherlands,9,2020,65-79,Total,Total,Total,885
Netherlands,10,2020,65-79,Total,Total,Total,947
Netherlands,11,2020,65-79,Total,Total,Total,1074
Netherlands,12,2020,65-79,Total,Total,Total,1394
Netherlands,13,2020,65-79,Total,Total,Total,1485
Netherlands,14,2020,65-79,Total,Total,Total,1474
Netherlands,0,2017,80+,Total,Total,Total,282
Netherlands,1,2017,80+,Total,Total,Total,2185
Netherlands,2,2017,80+,Total,Total,Total,2226
Netherlands,3,2017,80+,Total,Total,Total,2165
Netherlands,4,2017,80+,Total,Total,Total,2223
Netherlands,5,2017,80+,Total,Total,Total,2112
Netherlands,6,2017,80+,Total,Total,Total,2045
Netherlands,7,2017,80+,Total,Total,Total,2074
Netherlands,8,2017,80+,Total,Total,Total,1975
Netherlands,9,2017,80+,Total,Total,Total,1917
Netherlands,10,2017,80+,Total,Total,Total,1732
Netherlands,11,2017,80+,Total,Total,Total,1622
Netherlands,12,2017,80+,Total,Total,Total,1547
Netherlands,13,2017,80+,Total,Total,Total,1558
Netherlands,14,2017,80+,Total,Total,Total,1529
