,Week,Year,Age,Condition,Region,Deaths
49,2018-12-14,2018,01-14,Total,Total,9
50,2018-12-21,2018,01-14,Total,Total,15
51,2018-12-28,2018,01-14,Total,Total,7
0,2018-01-05,2018,15-44,Total,Total,118
1,2018-01-12,2018,15-44,Total,Total,186
2,2018-01-19,2018,15-44,Total,Total,185
3,2018-01-26,2018,15-44,Total,Total,219
4,2018-02-02,2018,15-44,Total,Total,216
5,2018-02-09,2018,15-44,Total,Total,190
6,2018-02-16,2018,15-44,Total,Total,196
7,2018-02-23,2018,15-44,Total,Total,206
8,2018-03-02,2018,15-44,Total,Total,168
9,2018-03-09,2018,15-44,Total,Total,195
10,2018-03-16,2018,15-44,Total,Total,219
11,2018-03-23,2018,15-44,Total,Total,182
12,2018-03-30,2018,15-44,Total,Total,179
13,2018-04-06,2018,15-44,Total,Total,167
14,2018-04-13,2018,15-44,Total,Total,220
15,2018-04-20,2018,15-44,Total,Total,191
16,2018-04-27,2018,15-44,Total,Total,227
17,2018-05-04,2018,15-44,Total,Total,201
18,2018-05-11,2018,15-44,Total,Total,163
19,2018-05-18,2018,15-44,Total,Total,205
20,2018-05-25,2018,15-44,Total,Total,170
21,2018-06-01,2018,15-44,Total,Total,171
22,2018-06-08,2018,15-44,Total,Total,193
23,2018-06-15,2018,15-44,Total,Total,182
24,2018-06-22,2018,15-44,Total,Total,203
25,2018-06-29,2018,15-44,Total,Total,193
26,2018-07-06,2018,15-44,Total,Total,181
27,2018-07-13,2018,15-44,Total,Total,204
28,2018-07-20,2018,15-44,Total,Total,187
29,2018-07-27,2018,15-44,Total,Total,197
30,2018-08-03,2018,15-44,Total,Total,190
31,2018-08-10,2018,15-44,Total,Total,237
32,2018-08-17,2018,15-44,Total,Total,161
33,2018-08-24,2018,15-44,Total,Total,165
34,2018-08-31,2018,15-44,Total,Total,151
35,2018-09-07,2018,15-44,Total,Total,194
36,2018-09-14,2018,15-44,Total,Total,179
37,2018-09-21,2018,15-44,Total,Total,179
38,2018-09-28,2018,15-44,Total,Total,184
39,2018-10-05,2018,15-44,Total,Total,173
40,2018-10-12,2018,15-44,Total,Total,229
41,2018-10-19,2018,15-44,Total,Total,195
42,2018-10-26,2018,15-44,Total,Total,202
43,2018-11-02,2018,15-44,Total,Total,192
44,2018-11-09,2018,15-44,Total,Total,195
45,2018-11-16,2018,15-44,Total,Total,196
46,2018-11-23,2018,15-44,Total,Total,197
47,2018-11-30,2018,15-44,Total,Total,205
48,2018-12-07,2018,15-44,Total,Total,220
49,2018-12-14,2018,15-44,Total,Total,190
50,2018-12-21,2018,15-44,Total,Total,222
51,2018-12-28,2018,15-44,Total,Total,103
0,2018-01-05,2018,45-64,Total,Total,748
1,2018-01-12,2018,45-64,Total,Total,918
2,2018-01-19,2018,45-64,Total,Total,888
3,2018-01-26,2018,45-64,Total,Total,889
4,2018-02-02,2018,45-64,Total,Total,809
5,2018-02-09,2018,45-64,Total,Total,816
6,2018-02-16,2018,45-64,Total,Total,836
7,2018-02-23,2018,45-64,Total,Total,840
8,2018-03-02,2018,45-64,Total,Total,745
9,2018-03-09,2018,45-64,Total,Total,806
10,2018-03-16,2018,45-64,Total,Total,798
11,2018-03-23,2018,45-64,Total,Total,810
12,2018-03-30,2018,45-64,Total,Total,674
13,2018-04-06,2018,45-64,Total,Total,718
14,2018-04-13,2018,45-64,Total,Total,812
15,2018-04-20,2018,45-64,Total,Total,830
16,2018-04-27,2018,45-64,Total,Total,731
17,2018-05-04,2018,45-64,Total,Total,815
18,2018-05-11,2018,45-64,Total,Total,648
19,2018-05-18,2018,45-64,Total,Total,791
20,2018-05-25,2018,45-64,Total,Total,731
21,2018-06-01,2018,45-64,Total,Total,581
22,2018-06-08,2018,45-64,Total,Total,723
23,2018-06-15,2018,45-64,Total,Total,698
24,2018-06-22,2018,45-64,Total,Total,696
25,2018-06-29,2018,45-64,Total,Total,726
26,2018-07-06,2018,45-64,Total,Total,697
27,2018-07-13,2018,45-64,Total,Total,677
28,2018-07-20,2018,45-64,Total,Total,703
29,2018-07-27,2018,45-64,Total,Total,727
30,2018-08-03,2018,45-64,Total,Total,685
31,2018-08-10,2018,45-64,Total,Total,725
32,2018-08-17,2018,45-64,Total,Total,669
33,2018-08-24,2018,45-64,Total,Total,659
34,2018-08-31,2018,45-64,Total,Total,575
35,2018-09-07,2018,45-64,Total,Total,709
36,2018-09-14,2018,45-64,Total,Total,722
37,2018-09-21,2018,45-64,Total,Total,709
38,2018-09-28,2018,45-64,Total,Total,652
39,2018-10-05,2018,45-64,Total,Total,709
40,2018-10-12,2018,45-64,Total,Total,699
41,2018-10-19,2018,45-64,Total,Total,760
42,2018-10-26,2018,45-64,Total,Total,702
43,2018-11-02,2018,45-64,Total,Total,677
44,2018-11-09,2018,45-64,Total,Total,687
45,2018-11-16,2018,45-64,Total,Total,734
46,2018-11-23,2018,45-64,Total,Total,700
47,2018-11-30,2018,45-64,Total,Total,733
48,2018-12-07,2018,45-64,Total,Total,701
49,2018-12-14,2018,45-64,Total,Total,747
50,2018-12-21,2018,45-64,Total,Total,810
51,2018-12-28,2018,45-64,Total,Total,450
0,2018-01-05,2018,65-74,Total,Total,1120
1,2018-01-12,2018,65-74,Total,Total,1347
2,2018-01-19,2018,65-74,Total,Total,1268
3,2018-01-26,2018,65-74,Total,Total,1273
4,2018-02-02,2018,65-74,Total,Total,1186
5,2018-02-09,2018,65-74,Total,Total,1183
6,2018-02-16,2018,65-74,Total,Total,1168
7,2018-02-23,2018,65-74,Total,Total,1067
8,2018-03-02,2018,65-74,Total,Total,998
9,2018-03-09,2018,65-74,Total,Total,1158
10,2018-03-16,2018,65-74,Total,Total,1157
11,2018-03-23,2018,65-74,Total,Total,1133
12,2018-03-30,2018,65-74,Total,Total,921
13,2018-04-06,2018,65-74,Total,Total,1029
14,2018-04-13,2018,65-74,Total,Total,1197
15,2018-04-20,2018,65-74,Total,Total,1106
16,2018-04-27,2018,65-74,Total,Total,980
17,2018-05-04,2018,65-74,Total,Total,1008
18,2018-05-11,2018,65-74,Total,Total,841
19,2018-05-18,2018,65-74,Total,Total,1017
20,2018-05-25,2018,65-74,Total,Total,994
21,2018-06-01,2018,65-74,Total,Total,845
22,2018-06-08,2018,65-74,Total,Total,968
23,2018-06-15,2018,65-74,Total,Total,949
24,2018-06-22,2018,65-74,Total,Total,994
25,2018-06-29,2018,65-74,Total,Total,936
26,2018-07-06,2018,65-74,Total,Total,892
27,2018-07-13,2018,65-74,Total,Total,957
28,2018-07-20,2018,65-74,Total,Total,925
29,2018-07-27,2018,65-74,Total,Total,922
30,2018-08-03,2018,65-74,Total,Total,863
31,2018-08-10,2018,65-74,Total,Total,960
32,2018-08-17,2018,65-74,Total,Total,918
33,2018-08-24,2018,65-74,Total,Total,901
34,2018-08-31,2018,65-74,Total,Total,815
35,2018-09-07,2018,65-74,Total,Total,985
36,2018-09-14,2018,65-74,Total,Total,922
37,2018-09-21,2018,65-74,Total,Total,945
38,2018-09-28,2018,65-74,Total,Total,929
39,2018-10-05,2018,65-74,Total,Total,965
40,2018-10-12,2018,65-74,Total,Total,987
41,2018-10-19,2018,65-74,Total,Total,965
42,2018-10-26,2018,65-74,Total,Total,953
43,2018-11-02,2018,65-74,Total,Total,937
44,2018-11-09,2018,65-74,Total,Total,971
45,2018-11-16,2018,65-74,Total,Total,986
46,2018-11-23,2018,65-74,Total,Total,982
47,2018-11-30,2018,65-74,Total,Total,953
48,2018-12-07,2018,65-74,Total,Total,991
49,2018-12-14,2018,65-74,Total,Total,1057
50,2018-12-21,2018,65-74,Total,Total,1112
51,2018-12-28,2018,65-74,Total,Total,694
0,2018-01-05,2018,75-84,Total,Total,1865
1,2018-01-12,2018,75-84,Total,Total,2120
2,2018-01-19,2018,75-84,Total,Total,2009
3,2018-01-26,2018,75-84,Total,Total,1978
4,2018-02-02,2018,75-84,Total,Total,1960
5,2018-02-09,2018,75-84,Total,Total,1786
6,2018-02-16,2018,75-84,Total,Total,1851
7,2018-02-23,2018,75-84,Total,Total,1731
8,2018-03-02,2018,75-84,Total,Total,1579
9,2018-03-09,2018,75-84,Total,Total,1945
10,2018-03-16,2018,75-84,Total,Total,1879
11,2018-03-23,2018,75-84,Total,Total,1732
12,2018-03-30,2018,75-84,Total,Total,1580
13,2018-04-06,2018,75-84,Total,Total,1605
14,2018-04-13,2018,75-84,Total,Total,1870
15,2018-04-20,2018,75-84,Total,Total,1678
16,2018-04-27,2018,75-84,Total,Total,1522
17,2018-05-04,2018,75-84,Total,Total,1539
18,2018-05-11,2018,75-84,Total,Total,1280
19,2018-05-18,2018,75-84,Total,Total,1509
20,2018-05-25,2018,75-84,Total,Total,1431
21,2018-06-01,2018,75-84,Total,Total,1259
22,2018-06-08,2018,75-84,Total,Total,1510
23,2018-06-15,2018,75-84,Total,Total,1479
24,2018-06-22,2018,75-84,Total,Total,1382
25,2018-06-29,2018,75-84,Total,Total,1346
26,2018-07-06,2018,75-84,Total,Total,1418
27,2018-07-13,2018,75-84,Total,Total,1421
28,2018-07-20,2018,75-84,Total,Total,1333
29,2018-07-27,2018,75-84,Total,Total,1417
30,2018-08-03,2018,75-84,Total,Total,1357
31,2018-08-10,2018,75-84,Total,Total,1439
32,2018-08-17,2018,75-84,Total,Total,1311
33,2018-08-24,2018,75-84,Total,Total,1381
34,2018-08-31,2018,75-84,Total,Total,1123
35,2018-09-07,2018,75-84,Total,Total,1361
36,2018-09-14,2018,75-84,Total,Total,1353
37,2018-09-21,2018,75-84,Total,Total,1373
38,2018-09-28,2018,75-84,Total,Total,1443
39,2018-10-05,2018,75-84,Total,Total,1461
40,2018-10-12,2018,75-84,Total,Total,1451
41,2018-10-19,2018,75-84,Total,Total,1493
42,2018-10-26,2018,75-84,Total,Total,1474
43,2018-11-02,2018,75-84,Total,Total,1448
44,2018-11-09,2018,75-84,Total,Total,1589
45,2018-11-16,2018,75-84,Total,Total,1519
46,2018-11-23,2018,75-84,Total,Total,1455
47,2018-11-30,2018,75-84,Total,Total,1504
48,2018-12-07,2018,75-84,Total,Total,1573
49,2018-12-14,2018,75-84,Total,Total,1576
50,2018-12-21,2018,75-84,Total,Total,1680
51,2018-12-28,2018,75-84,Total,Total,1051
0,2018-01-05,2018,85+,Total,Total,2080
1,2018-01-12,2018,85+,Total,Total,2499
2,2018-01-19,2018,85+,Total,Total,2390
3,2018-01-26,2018,85+,Total,Total,2264
4,2018-02-02,2018,85+,Total,Total,2204
5,2018-02-09,2018,85+,Total,Total,2043
6,2018-02-16,2018,85+,Total,Total,1999
7,2018-02-23,2018,85+,Total,Total,1915
8,2018-03-02,2018,85+,Total,Total,1751
9,2018-03-09,2018,85+,Total,Total,2142
10,2018-03-16,2018,85+,Total,Total,2075
11,2018-03-23,2018,85+,Total,Total,1885
12,2018-03-30,2018,85+,Total,Total,1505
13,2018-04-06,2018,85+,Total,Total,1699
14,2018-04-13,2018,85+,Total,Total,1974
15,2018-04-20,2018,85+,Total,Total,1722
16,2018-04-27,2018,85+,Total,Total,1566
17,2018-05-04,2018,85+,Total,Total,1511
18,2018-05-11,2018,85+,Total,Total,1343
19,2018-05-18,2018,85+,Total,Total,1543
20,2018-05-25,2018,85+,Total,Total,1509
21,2018-06-01,2018,85+,Total,Total,1210
22,2018-06-08,2018,85+,Total,Total,1524
23,2018-06-15,2018,85+,Total,Total,1368
24,2018-06-22,2018,85+,Total,Total,1447
25,2018-06-29,2018,85+,Total,Total,1393
26,2018-07-06,2018,85+,Total,Total,1443
27,2018-07-13,2018,85+,Total,Total,1388
28,2018-07-20,2018,85+,Total,Total,1455
29,2018-07-27,2018,85+,Total,Total,1277
30,2018-08-03,2018,85+,Total,Total,1388
31,2018-08-10,2018,85+,Total,Total,1378
32,2018-08-17,2018,85+,Total,Total,1339
33,2018-08-24,2018,85+,Total,Total,1365
34,2018-08-31,2018,85+,Total,Total,1177
35,2018-09-07,2018,85+,Total,Total,1475
36,2018-09-14,2018,85+,Total,Total,1387
37,2018-09-21,2018,85+,Total,Total,1431
38,2018-09-28,2018,85+,Total,Total,1397
39,2018-10-05,2018,85+,Total,Total,1443
40,2018-10-12,2018,85+,Total,Total,1437
41,2018-10-19,2018,85+,Total,Total,1549
42,2018-10-26,2018,85+,Total,Total,1466
43,2018-11-02,2018,85+,Total,Total,1530
44,2018-11-09,2018,85+,Total,Total,1549
45,2018-11-16,2018,85+,Total,Total,1684
46,2018-11-23,2018,85+,Total,Total,1568
47,2018-11-30,2018,85+,Total,Total,1531
48,2018-12-07,2018,85+,Total,Total,1532
49,2018-12-14,2018,85+,Total,Total,1598
50,2018-12-21,2018,85+,Total,Total,1708
51,2018-12-28,2018,85+,Total,Total,1146
0,2018-01-05,2018,Under 1 year,Total,Total,20
1,2018-01-12,2018,Under 1 year,Total,Total,31
2,2018-01-19,2018,Under 1 year,Total,Total,26
3,2018-01-26,2018,Under 1 year,Total,Total,24
4,2018-02-02,2018,Under 1 year,Total,Total,17
5,2018-02-09,2018,Under 1 year,Total,Total,19
6,2018-02-16,2018,Under 1 year,Total,Total,24
7,2018-02-23,2018,Under 1 year,Total,Total,8
8,2018-03-02,2018,Under 1 year,Total,Total,20
9,2018-03-09,2018,Under 1 year,Total,Total,21
10,2018-03-16,2018,Under 1 year,Total,Total,22
11,2018-03-23,2018,Under 1 year,Total,Total,11
12,2018-03-30,2018,Under 1 year,Total,Total,22
13,2018-04-06,2018,Under 1 year,Total,Total,18
14,2018-04-13,2018,Under 1 year,Total,Total,17
15,2018-04-20,2018,Under 1 year,Total,Total,25
16,2018-04-27,2018,Under 1 year,Total,Total,25
17,2018-05-04,2018,Under 1 year,Total,Total,22
18,2018-05-11,2018,Under 1 year,Total,Total,22
19,2018-05-18,2018,Under 1 year,Total,Total,23
20,2018-05-25,2018,Under 1 year,Total,Total,27
21,2018-06-01,2018,Under 1 year,Total,Total,19
22,2018-06-08,2018,Under 1 year,Total,Total,14
23,2018-06-15,2018,Under 1 year,Total,Total,27
24,2018-06-22,2018,Under 1 year,Total,Total,28
25,2018-06-29,2018,Under 1 year,Total,Total,20
26,2018-07-06,2018,Under 1 year,Total,Total,24
27,2018-07-13,2018,Under 1 year,Total,Total,23
28,2018-07-20,2018,Under 1 year,Total,Total,17
29,2018-07-27,2018,Under 1 year,Total,Total,23
30,2018-08-03,2018,Under 1 year,Total,Total,29
31,2018-08-10,2018,Under 1 year,Total,Total,29
32,2018-08-17,2018,Under 1 year,Total,Total,26
33,2018-08-24,2018,Under 1 year,Total,Total,14
34,2018-08-31,2018,Under 1 year,Total,Total,21
35,2018-09-07,2018,Under 1 year,Total,Total,18
36,2018-09-14,2018,Under 1 year,Total,Total,26
37,2018-09-21,2018,Under 1 year,Total,Total,27
38,2018-09-28,2018,Under 1 year,Total,Total,21
39,2018-10-05,2018,Under 1 year,Total,Total,24
40,2018-10-12,2018,Under 1 year,Total,Total,24
41,2018-10-19,2018,Under 1 year,Total,Total,17
42,2018-10-26,2018,Under 1 year,Total,Total,31
43,2018-11-02,2018,Under 1 year,Total,Total,19
44,2018-11-09,2018,Under 1 year,Total,Total,20
45,2018-11-16,2018,Under 1 year,Total,Total,23
46,2018-11-23,2018,Under 1 year,Total,Total,27
47,2018-11-30,2018,Under 1 year,Total,Total,26
48,2018-12-07,2018,Under 1 year,Total,Total,21
49,2018-12-14,2018,Under 1 year,Total,Total,25
50,2018-12-21,2018,Under 1 year,Total,Total,17
51,2018-12-28,2018,Under 1 year,Total,Total,12
0,2018-01-05,2018,01-14,Total,Total,7
1,2018-01-12,2018,01-14,Total,Total,12
2,2018-01-19,2018,01-14,Total,Total,10
3,2018-01-26,2018,01-14,Total,Total,7
4,2018-02-02,2018,01-14,Total,Total,6
5,2018-02-09,2018,01-14,Total,Total,10
6,2018-02-16,2018,01-14,Total,Total,6
7,2018-02-23,2018,01-14,Total,Total,6
8,2018-03-02,2018,01-14,Total,Total,5
9,2018-03-09,2018,01-14,Total,Total,11
10,2018-03-16,2018,01-14,Total,Total,10
11,2018-03-23,2018,01-14,Total,Total,10
12,2018-03-30,2018,01-14,Total,Total,13
13,2018-04-06,2018,01-14,Total,Total,9
14,2018-04-13,2018,01-14,Total,Total,11
15,2018-04-20,2018,01-14,Total,Total,11
16,2018-04-27,2018,01-14,Total,Total,6
17,2018-05-04,2018,01-14,Total,Total,7
18,2018-05-11,2018,01-14,Total,Total,9
19,2018-05-18,2018,01-14,Total,Total,8
20,2018-05-25,2018,01-14,Total,Total,5
21,2018-06-01,2018,01-14,Total,Total,4
22,2018-06-08,2018,01-14,Total,Total,10
23,2018-06-15,2018,01-14,Total,Total,10
24,2018-06-22,2018,01-14,Total,Total,8
25,2018-06-29,2018,01-14,Total,Total,7
26,2018-07-06,2018,01-14,Total,Total,8
27,2018-07-13,2018,01-14,Total,Total,6
28,2018-07-20,2018,01-14,Total,Total,7
29,2018-07-27,2018,01-14,Total,Total,3
30,2018-08-03,2018,01-14,Total,Total,6
31,2018-08-10,2018,01-14,Total,Total,7
32,2018-08-17,2018,01-14,Total,Total,4
33,2018-08-24,2018,01-14,Total,Total,14
34,2018-08-31,2018,01-14,Total,Total,3
35,2018-09-07,2018,01-14,Total,Total,11
36,2018-09-14,2018,01-14,Total,Total,9
37,2018-09-21,2018,01-14,Total,Total,7
38,2018-09-28,2018,01-14,Total,Total,4
39,2018-10-05,2018,01-14,Total,Total,10
40,2018-10-12,2018,01-14,Total,Total,6
41,2018-10-19,2018,01-14,Total,Total,4
42,2018-10-26,2018,01-14,Total,Total,9
43,2018-11-02,2018,01-14,Total,Total,9
44,2018-11-09,2018,01-14,Total,Total,5
45,2018-11-16,2018,01-14,Total,Total,14
46,2018-11-23,2018,01-14,Total,Total,14
47,2018-11-30,2018,01-14,Total,Total,15
48,2018-12-07,2018,01-14,Total,Total,6
49,2018-12-14,2018,01-14,Total,Total,4
50,2018-12-21,2018,01-14,Total,Total,8
51,2018-12-28,2018,01-14,Total,Total,4
0,2018-01-05,2018,15-44,Total,Total,90
1,2018-01-12,2018,15-44,Total,Total,116
2,2018-01-19,2018,15-44,Total,Total,101
3,2018-01-26,2018,15-44,Total,Total,79
4,2018-02-02,2018,15-44,Total,Total,123
5,2018-02-09,2018,15-44,Total,Total,103
6,2018-02-16,2018,15-44,Total,Total,122
7,2018-02-23,2018,15-44,Total,Total,88
8,2018-03-02,2018,15-44,Total,Total,86
9,2018-03-09,2018,15-44,Total,Total,92
10,2018-03-16,2018,15-44,Total,Total,110
11,2018-03-23,2018,15-44,Total,Total,96
12,2018-03-30,2018,15-44,Total,Total,82
13,2018-04-06,2018,15-44,Total,Total,93
14,2018-04-13,2018,15-44,Total,Total,117
15,2018-04-20,2018,15-44,Total,Total,110
16,2018-04-27,2018,15-44,Total,Total,113
17,2018-05-04,2018,15-44,Total,Total,107
18,2018-05-11,2018,15-44,Total,Total,84
19,2018-05-18,2018,15-44,Total,Total,95
20,2018-05-25,2018,15-44,Total,Total,124
21,2018-06-01,2018,15-44,Total,Total,79
22,2018-06-08,2018,15-44,Total,Total,105
23,2018-06-15,2018,15-44,Total,Total,104
24,2018-06-22,2018,15-44,Total,Total,105
25,2018-06-29,2018,15-44,Total,Total,113
26,2018-07-06,2018,15-44,Total,Total,105
27,2018-07-13,2018,15-44,Total,Total,100
28,2018-07-20,2018,15-44,Total,Total,117
29,2018-07-27,2018,15-44,Total,Total,94
30,2018-08-03,2018,15-44,Total,Total,96
31,2018-08-10,2018,15-44,Total,Total,91
32,2018-08-17,2018,15-44,Total,Total,92
33,2018-08-24,2018,15-44,Total,Total,85
34,2018-08-31,2018,15-44,Total,Total,82
35,2018-09-07,2018,15-44,Total,Total,129
36,2018-09-14,2018,15-44,Total,Total,96
37,2018-09-21,2018,15-44,Total,Total,113
38,2018-09-28,2018,15-44,Total,Total,86
39,2018-10-05,2018,15-44,Total,Total,114
40,2018-10-12,2018,15-44,Total,Total,99
41,2018-10-19,2018,15-44,Total,Total,106
42,2018-10-26,2018,15-44,Total,Total,107
43,2018-11-02,2018,15-44,Total,Total,97
44,2018-11-09,2018,15-44,Total,Total,113
45,2018-11-16,2018,15-44,Total,Total,96
46,2018-11-23,2018,15-44,Total,Total,115
47,2018-11-30,2018,15-44,Total,Total,112
48,2018-12-07,2018,15-44,Total,Total,106
49,2018-12-14,2018,15-44,Total,Total,105
50,2018-12-21,2018,15-44,Total,Total,111
51,2018-12-28,2018,15-44,Total,Total,63
0,2018-01-05,2018,45-64,Total,Total,542
1,2018-01-12,2018,45-64,Total,Total,643
2,2018-01-19,2018,45-64,Total,Total,619
3,2018-01-26,2018,45-64,Total,Total,570
4,2018-02-02,2018,45-64,Total,Total,595
5,2018-02-09,2018,45-64,Total,Total,531
6,2018-02-16,2018,45-64,Total,Total,541
7,2018-02-23,2018,45-64,Total,Total,538
8,2018-03-02,2018,45-64,Total,Total,484
9,2018-03-09,2018,45-64,Total,Total,556
10,2018-03-16,2018,45-64,Total,Total,518
11,2018-03-23,2018,45-64,Total,Total,539
12,2018-03-30,2018,45-64,Total,Total,391
13,2018-04-06,2018,45-64,Total,Total,511
14,2018-04-13,2018,45-64,Total,Total,570
15,2018-04-20,2018,45-64,Total,Total,556
16,2018-04-27,2018,45-64,Total,Total,482
17,2018-05-04,2018,45-64,Total,Total,548
18,2018-05-11,2018,45-64,Total,Total,467
19,2018-05-18,2018,45-64,Total,Total,539
20,2018-05-25,2018,45-64,Total,Total,527
21,2018-06-01,2018,45-64,Total,Total,417
22,2018-06-08,2018,45-64,Total,Total,472
23,2018-06-15,2018,45-64,Total,Total,501
24,2018-06-22,2018,45-64,Total,Total,465
25,2018-06-29,2018,45-64,Total,Total,458
26,2018-07-06,2018,45-64,Total,Total,453
27,2018-07-13,2018,45-64,Total,Total,463
28,2018-07-20,2018,45-64,Total,Total,463
29,2018-07-27,2018,45-64,Total,Total,466
30,2018-08-03,2018,45-64,Total,Total,470
31,2018-08-10,2018,45-64,Total,Total,450
32,2018-08-17,2018,45-64,Total,Total,461
33,2018-08-24,2018,45-64,Total,Total,424
34,2018-08-31,2018,45-64,Total,Total,442
35,2018-09-07,2018,45-64,Total,Total,487
36,2018-09-14,2018,45-64,Total,Total,458
37,2018-09-21,2018,45-64,Total,Total,462
38,2018-09-28,2018,45-64,Total,Total,431
39,2018-10-05,2018,45-64,Total,Total,491
40,2018-10-12,2018,45-64,Total,Total,513
41,2018-10-19,2018,45-64,Total,Total,449
42,2018-10-26,2018,45-64,Total,Total,498
43,2018-11-02,2018,45-64,Total,Total,474
44,2018-11-09,2018,45-64,Total,Total,470
45,2018-11-16,2018,45-64,Total,Total,504
46,2018-11-23,2018,45-64,Total,Total,523
47,2018-11-30,2018,45-64,Total,Total,513
48,2018-12-07,2018,45-64,Total,Total,517
49,2018-12-14,2018,45-64,Total,Total,518
50,2018-12-21,2018,45-64,Total,Total,496
51,2018-12-28,2018,45-64,Total,Total,342
0,2018-01-05,2018,65-74,Total,Total,856
1,2018-01-12,2018,65-74,Total,Total,974
2,2018-01-19,2018,65-74,Total,Total,923
3,2018-01-26,2018,65-74,Total,Total,884
4,2018-02-02,2018,65-74,Total,Total,802
5,2018-02-09,2018,65-74,Total,Total,849
6,2018-02-16,2018,65-74,Total,Total,785
7,2018-02-23,2018,65-74,Total,Total,829
8,2018-03-02,2018,65-74,Total,Total,730
9,2018-03-09,2018,65-74,Total,Total,861
10,2018-03-16,2018,65-74,Total,Total,832
11,2018-03-23,2018,65-74,Total,Total,784
12,2018-03-30,2018,65-74,Total,Total,665
13,2018-04-06,2018,65-74,Total,Total,735
14,2018-04-13,2018,65-74,Total,Total,856
15,2018-04-20,2018,65-74,Total,Total,774
16,2018-04-27,2018,65-74,Total,Total,727
17,2018-05-04,2018,65-74,Total,Total,717
18,2018-05-11,2018,65-74,Total,Total,596
19,2018-05-18,2018,65-74,Total,Total,743
20,2018-05-25,2018,65-74,Total,Total,665
21,2018-06-01,2018,65-74,Total,Total,586
22,2018-06-08,2018,65-74,Total,Total,732
23,2018-06-15,2018,65-74,Total,Total,658
24,2018-06-22,2018,65-74,Total,Total,619
25,2018-06-29,2018,65-74,Total,Total,716
26,2018-07-06,2018,65-74,Total,Total,656
27,2018-07-13,2018,65-74,Total,Total,643
28,2018-07-20,2018,65-74,Total,Total,652
29,2018-07-27,2018,65-74,Total,Total,644
30,2018-08-03,2018,65-74,Total,Total,673
31,2018-08-10,2018,65-74,Total,Total,648
32,2018-08-17,2018,65-74,Total,Total,640
33,2018-08-24,2018,65-74,Total,Total,700
34,2018-08-31,2018,65-74,Total,Total,627
35,2018-09-07,2018,65-74,Total,Total,636
36,2018-09-14,2018,65-74,Total,Total,678
37,2018-09-21,2018,65-74,Total,Total,678
38,2018-09-28,2018,65-74,Total,Total,678
39,2018-10-05,2018,65-74,Total,Total,662
40,2018-10-12,2018,65-74,Total,Total,620
41,2018-10-19,2018,65-74,Total,Total,689
42,2018-10-26,2018,65-74,Total,Total,704
43,2018-11-02,2018,65-74,Total,Total,632
44,2018-11-09,2018,65-74,Total,Total,695
45,2018-11-16,2018,65-74,Total,Total,730
46,2018-11-23,2018,65-74,Total,Total,718
47,2018-11-30,2018,65-74,Total,Total,705
48,2018-12-07,2018,65-74,Total,Total,705
49,2018-12-14,2018,65-74,Total,Total,757
50,2018-12-21,2018,65-74,Total,Total,755
51,2018-12-28,2018,65-74,Total,Total,511
0,2018-01-05,2018,75-84,Total,Total,1747
1,2018-01-12,2018,75-84,Total,Total,2035
2,2018-01-19,2018,75-84,Total,Total,1857
3,2018-01-26,2018,75-84,Total,Total,1846
4,2018-02-02,2018,75-84,Total,Total,1701
5,2018-02-09,2018,75-84,Total,Total,1590
6,2018-02-16,2018,75-84,Total,Total,1641
7,2018-02-23,2018,75-84,Total,Total,1667
8,2018-03-02,2018,75-84,Total,Total,1449
9,2018-03-09,2018,75-84,Total,Total,1746
10,2018-03-16,2018,75-84,Total,Total,1715
11,2018-03-23,2018,75-84,Total,Total,1610
12,2018-03-30,2018,75-84,Total,Total,1304
13,2018-04-06,2018,75-84,Total,Total,1408
14,2018-04-13,2018,75-84,Total,Total,1572
15,2018-04-20,2018,75-84,Total,Total,1431
16,2018-04-27,2018,75-84,Total,Total,1384
17,2018-05-04,2018,75-84,Total,Total,1368
18,2018-05-11,2018,75-84,Total,Total,1104
19,2018-05-18,2018,75-84,Total,Total,1282
20,2018-05-25,2018,75-84,Total,Total,1256
21,2018-06-01,2018,75-84,Total,Total,1071
22,2018-06-08,2018,75-84,Total,Total,1371
23,2018-06-15,2018,75-84,Total,Total,1191
24,2018-06-22,2018,75-84,Total,Total,1168
25,2018-06-29,2018,75-84,Total,Total,1162
26,2018-07-06,2018,75-84,Total,Total,1193
27,2018-07-13,2018,75-84,Total,Total,1212
28,2018-07-20,2018,75-84,Total,Total,1151
29,2018-07-27,2018,75-84,Total,Total,1211
30,2018-08-03,2018,75-84,Total,Total,1263
31,2018-08-10,2018,75-84,Total,Total,1124
32,2018-08-17,2018,75-84,Total,Total,1178
33,2018-08-24,2018,75-84,Total,Total,1179
34,2018-08-31,2018,75-84,Total,Total,1027
35,2018-09-07,2018,75-84,Total,Total,1277
36,2018-09-14,2018,75-84,Total,Total,1223
37,2018-09-21,2018,75-84,Total,Total,1228
38,2018-09-28,2018,75-84,Total,Total,1186
39,2018-10-05,2018,75-84,Total,Total,1235
40,2018-10-12,2018,75-84,Total,Total,1290
41,2018-10-19,2018,75-84,Total,Total,1276
42,2018-10-26,2018,75-84,Total,Total,1168
43,2018-11-02,2018,75-84,Total,Total,1252
44,2018-11-09,2018,75-84,Total,Total,1360
45,2018-11-16,2018,75-84,Total,Total,1300
46,2018-11-23,2018,75-84,Total,Total,1311
47,2018-11-30,2018,75-84,Total,Total,1325
