,Week,Year,Age,Condition,Region,Deaths
13,2018-04-06,2020,Total,Total,Total,10794
14,2018-04-13,2020,Total,Total,Total,12301
15,2018-04-20,2020,Total,Total,Total,11223
16,2018-04-27,2020,Total,Total,Total,10306
17,2018-05-04,2020,Total,Total,Total,10153
18,2018-05-11,2020,Total,Total,Total,8624
19,2018-05-18,2020,Total,Total,Total,10141
20,2018-05-25,2020,Total,Total,Total,9636
21,2018-06-01,2020,Total,Total,Total,8147
22,2018-06-08,2020,Total,Total,Total,9950
23,2018-06-15,2020,Total,Total,Total,9343
24,2018-06-22,2020,Total,Total,Total,9256
25,2018-06-29,2020,Total,Total,Total,9212
26,2018-07-06,2020,Total,Total,Total,9258
27,2018-07-13,2020,Total,Total,Total,9293
28,2018-07-20,2020,Total,Total,Total,9127
29,2018-07-27,2020,Total,Total,Total,9141
30,2018-08-03,2020,Total,Total,Total,9161
31,2018-08-10,2020,Total,Total,Total,9319
32,2018-08-17,2020,Total,Total,Total,8830
33,2018-08-24,2020,Total,Total,Total,8978
34,2018-08-31,2020,Total,Total,Total,7865
35,2018-09-07,2020,Total,Total,Total,9445
36,2018-09-14,2020,Total,Total,Total,9191
37,2018-09-21,2020,Total,Total,Total,9305
38,2018-09-28,2020,Total,Total,Total,9150
39,2018-10-05,2020,Total,Total,Total,9503
40,2018-10-12,2020,Total,Total,Total,9649
41,2018-10-19,2020,Total,Total,Total,9864
42,2018-10-26,2020,Total,Total,Total,9603
43,2018-11-02,2020,Total,Total,Total,9529
44,2018-11-09,2020,Total,Total,Total,10151
45,2018-11-16,2020,Total,Total,Total,10193
46,2018-11-23,2020,Total,Total,Total,9957
47,2018-11-30,2020,Total,Total,Total,10033
48,2018-12-07,2020,Total,Total,Total,10287
49,2018-12-14,2020,Total,Total,Total,10550
50,2018-12-21,2020,Total,Total,Total,11116
51,2018-12-28,2020,Total,Total,Total,7131
52,2018-01-05,2020,Total,Respiratory,Total,2361
53,2018-01-12,2020,Total,Respiratory,Total,3075
54,2018-01-19,2020,Total,Respiratory,Total,2829
55,2018-01-26,2020,Total,Respiratory,Total,2672
56,2018-02-02,2020,Total,Respiratory,Total,2479
57,2018-02-09,2020,Total,Respiratory,Total,2197
58,2018-02-16,2020,Total,Respiratory,Total,2081
59,2018-02-23,2020,Total,Respiratory,Total,2128
60,2018-03-02,2020,Total,Respiratory,Total,1900
61,2018-03-09,2020,Total,Respiratory,Total,2302
62,2018-03-16,2020,Total,Respiratory,Total,2271
63,2018-03-23,2020,Total,Respiratory,Total,1946
64,2018-03-30,2020,Total,Respiratory,Total,1657
65,2018-04-06,2020,Total,Respiratory,Total,1761
66,2018-04-13,2020,Total,Respiratory,Total,1971
67,2018-04-20,2020,Total,Respiratory,Total,1641
68,2018-04-27,2020,Total,Respiratory,Total,1426
69,2018-05-04,2020,Total,Respiratory,Total,1369
70,2018-05-11,2020,Total,Respiratory,Total,1055
71,2018-05-18,2020,Total,Respiratory,Total,1248
72,2018-05-25,2020,Total,Respiratory,Total,1179
73,2018-06-01,2020,Total,Respiratory,Total,1065
74,2018-06-08,2020,Total,Respiratory,Total,1270
75,2018-06-15,2020,Total,Respiratory,Total,1150
76,2018-06-22,2020,Total,Respiratory,Total,1103
77,2018-06-29,2020,Total,Respiratory,Total,1055
78,2018-07-06,2020,Total,Respiratory,Total,1086
79,2018-07-13,2020,Total,Respiratory,Total,1123
80,2018-07-20,2020,Total,Respiratory,Total,1107
81,2018-07-27,2020,Total,Respiratory,Total,1019
82,2018-08-03,2020,Total,Respiratory,Total,1005
83,2018-08-10,2020,Total,Respiratory,Total,1019
84,2018-08-17,2020,Total,Respiratory,Total,941
85,2018-08-24,2020,Total,Respiratory,Total,921
86,2018-08-31,2020,Total,Respiratory,Total,827
87,2018-09-07,2020,Total,Respiratory,Total,1098
88,2018-09-14,2020,Total,Respiratory,Total,999
89,2018-09-21,2020,Total,Respiratory,Total,1034
90,2018-09-28,2020,Total,Respiratory,Total,987
91,2018-10-05,2020,Total,Respiratory,Total,1050
92,2018-10-12,2020,Total,Respiratory,Total,1124
93,2018-10-19,2020,Total,Respiratory,Total,1141
94,2018-10-26,2020,Total,Respiratory,Total,1154
95,2018-11-02,2020,Total,Respiratory,Total,1090
96,2018-11-09,2020,Total,Respiratory,Total,1295
97,2018-11-16,2020,Total,Respiratory,Total,1268
98,2018-11-23,2020,Total,Respiratory,Total,1240
99,2018-11-30,2020,Total,Respiratory,Total,1224
100,2018-12-07,2020,Total,Respiratory,Total,1341
101,2018-12-14,2020,Total,Respiratory,Total,1386
102,2018-12-21,2020,Total,Respiratory,Total,1509
103,2018-12-28,2020,Total,Respiratory,Total,1053
0,2018-01-05,2018,Under 1 year,Total,Total,52
1,2018-01-12,2018,Under 1 year,Total,Total,73
2,2018-01-19,2018,Under 1 year,Total,Total,59
3,2018-01-26,2018,Under 1 year,Total,Total,50
4,2018-02-02,2018,Under 1 year,Total,Total,41
5,2018-02-09,2018,Under 1 year,Total,Total,45
6,2018-02-16,2018,Under 1 year,Total,Total,48
7,2018-02-23,2018,Under 1 year,Total,Total,26
8,2018-03-02,2018,Under 1 year,Total,Total,45
9,2018-03-09,2018,Under 1 year,Total,Total,47
10,2018-03-16,2018,Under 1 year,Total,Total,47
11,2018-03-23,2018,Under 1 year,Total,Total,46
12,2018-03-30,2018,Under 1 year,Total,Total,43
13,2018-04-06,2018,Under 1 year,Total,Total,46
14,2018-04-13,2018,Under 1 year,Total,Total,36
15,2018-04-20,2018,Under 1 year,Total,Total,54
16,2018-04-27,2018,Under 1 year,Total,Total,57
17,2018-05-04,2018,Under 1 year,Total,Total,51
18,2018-05-11,2018,Under 1 year,Total,Total,48
19,2018-05-18,2018,Under 1 year,Total,Total,52
20,2018-05-25,2018,Under 1 year,Total,Total,60
21,2018-06-01,2018,Under 1 year,Total,Total,46
22,2018-06-08,2018,Under 1 year,Total,Total,46
23,2018-06-15,2018,Under 1 year,Total,Total,60
24,2018-06-22,2018,Under 1 year,Total,Total,55
25,2018-06-29,2018,Under 1 year,Total,Total,43
26,2018-07-06,2018,Under 1 year,Total,Total,50
27,2018-07-13,2018,Under 1 year,Total,Total,48
28,2018-07-20,2018,Under 1 year,Total,Total,45
29,2018-07-27,2018,Under 1 year,Total,Total,59
30,2018-08-03,2018,Under 1 year,Total,Total,62
31,2018-08-10,2018,Under 1 year,Total,Total,59
32,2018-08-17,2018,Under 1 year,Total,Total,64
33,2018-08-24,2018,Under 1 year,Total,Total,44
34,2018-08-31,2018,Under 1 year,Total,Total,51
35,2018-09-07,2018,Under 1 year,Total,Total,45
36,2018-09-14,2018,Under 1 year,Total,Total,55
37,2018-09-21,2018,Under 1 year,Total,Total,69
38,2018-09-28,2018,Under 1 year,Total,Total,50
39,2018-10-05,2018,Under 1 year,Total,Total,40
40,2018-10-12,2018,Under 1 year,Total,Total,47
41,2018-10-19,2018,Under 1 year,Total,Total,43
42,2018-10-26,2018,Under 1 year,Total,Total,65
43,2018-11-02,2018,Under 1 year,Total,Total,46
44,2018-11-09,2018,Under 1 year,Total,Total,44
45,2018-11-16,2018,Under 1 year,Total,Total,47
46,2018-11-23,2018,Under 1 year,Total,Total,62
47,2018-11-30,2018,Under 1 year,Total,Total,58
48,2018-12-07,2018,Under 1 year,Total,Total,45
49,2018-12-14,2018,Under 1 year,Total,Total,51
50,2018-12-21,2018,Under 1 year,Total,Total,41
51,2018-12-28,2018,Under 1 year,Total,Total,22
0,2018-01-05,2018,01-14,Total,Total,18
1,2018-01-12,2018,01-14,Total,Total,17
2,2018-01-19,2018,01-14,Total,Total,22
3,2018-01-26,2018,01-14,Total,Total,25
4,2018-02-02,2018,01-14,Total,Total,14
5,2018-02-09,2018,01-14,Total,Total,23
6,2018-02-16,2018,01-14,Total,Total,17
7,2018-02-23,2018,01-14,Total,Total,13
8,2018-03-02,2018,01-14,Total,Total,11
9,2018-03-09,2018,01-14,Total,Total,27
10,2018-03-16,2018,01-14,Total,Total,17
11,2018-03-23,2018,01-14,Total,Total,15
12,2018-03-30,2018,01-14,Total,Total,20
13,2018-04-06,2018,01-14,Total,Total,22
14,2018-04-13,2018,01-14,Total,Total,25
15,2018-04-20,2018,01-14,Total,Total,21
16,2018-04-27,2018,01-14,Total,Total,12
17,2018-05-04,2018,01-14,Total,Total,21
18,2018-05-11,2018,01-14,Total,Total,21
19,2018-05-18,2018,01-14,Total,Total,24
20,2018-05-25,2018,01-14,Total,Total,13
21,2018-06-01,2018,01-14,Total,Total,18
22,2018-06-08,2018,01-14,Total,Total,19
23,2018-06-15,2018,01-14,Total,Total,17
24,2018-06-22,2018,01-14,Total,Total,21
25,2018-06-29,2018,01-14,Total,Total,22
26,2018-07-06,2018,01-14,Total,Total,23
27,2018-07-13,2018,01-14,Total,Total,21
28,2018-07-20,2018,01-14,Total,Total,15
29,2018-07-27,2018,01-14,Total,Total,13
30,2018-08-03,2018,01-14,Total,Total,18
31,2018-08-10,2018,01-14,Total,Total,18
32,2018-08-17,2018,01-14,Total,Total,11
33,2018-08-24,2018,01-14,Total,Total,22
34,2018-08-31,2018,01-14,Total,Total,11
35,2018-09-07,2018,01-14,Total,Total,20
36,2018-09-14,2018,01-14,Total,Total,18
37,2018-09-21,2018,01-14,Total,Total,18
38,2018-09-28,2018,01-14,Total,Total,10
39,2018-10-05,2018,01-14,Total,Total,17
40,2018-10-12,2018,01-14,Total,Total,20
41,2018-10-19,2018,01-14,Total,Total,18
42,2018-10-26,2018,01-14,Total,Total,24
43,2018-11-02,2018,01-14,Total,Total,24
44,2018-11-09,2018,01-14,Total,Total,12
45,2018-11-16,2018,01-14,Total,Total,29
46,2018-11-23,2018,01-14,Total,Total,22
47,2018-11-30,2018,01-14,Total,Total,20
48,2018-12-07,2018,01-14,Total,Total,15
49,2018-12-14,2018,01-14,Total,Total,13
50,2018-12-21,2018,01-14,Total,Total,23
51,2018-12-28,2018,01-14,Total,Total,11
0,2018-01-05,2018,15-44,Total,Total,208
1,2018-01-12,2018,15-44,Total,Total,302
2,2018-01-19,2018,15-44,Total,Total,286
3,2018-01-26,2018,15-44,Total,Total,298
4,2018-02-02,2018,15-44,Total,Total,339
5,2018-02-09,2018,15-44,Total,Total,293
6,2018-02-16,2018,15-44,Total,Total,318
7,2018-02-23,2018,15-44,Total,Total,294
8,2018-03-02,2018,15-44,Total,Total,254
9,2018-03-09,2018,15-44,Total,Total,287
10,2018-03-16,2018,15-44,Total,Total,329
11,2018-03-23,2018,15-44,Total,Total,278
12,2018-03-30,2018,15-44,Total,Total,261
13,2018-04-06,2018,15-44,Total,Total,260
14,2018-04-13,2018,15-44,Total,Total,337
15,2018-04-20,2018,15-44,Total,Total,301
16,2018-04-27,2018,15-44,Total,Total,340
17,2018-05-04,2018,15-44,Total,Total,308
18,2018-05-11,2018,15-44,Total,Total,247
19,2018-05-18,2018,15-44,Total,Total,300
20,2018-05-25,2018,15-44,Total,Total,294
21,2018-06-01,2018,15-44,Total,Total,250
22,2018-06-08,2018,15-44,Total,Total,298
23,2018-06-15,2018,15-44,Total,Total,286
24,2018-06-22,2018,15-44,Total,Total,308
25,2018-06-29,2018,15-44,Total,Total,306
26,2018-07-06,2018,15-44,Total,Total,286
27,2018-07-13,2018,15-44,Total,Total,304
28,2018-07-20,2018,15-44,Total,Total,304
29,2018-07-27,2018,15-44,Total,Total,291
30,2018-08-03,2018,15-44,Total,Total,286
31,2018-08-10,2018,15-44,Total,Total,328
32,2018-08-17,2018,15-44,Total,Total,253
33,2018-08-24,2018,15-44,Total,Total,250
34,2018-08-31,2018,15-44,Total,Total,233
35,2018-09-07,2018,15-44,Total,Total,323
36,2018-09-14,2018,15-44,Total,Total,275
37,2018-09-21,2018,15-44,Total,Total,292
38,2018-09-28,2018,15-44,Total,Total,270
39,2018-10-05,2018,15-44,Total,Total,287
40,2018-10-12,2018,15-44,Total,Total,328
41,2018-10-19,2018,15-44,Total,Total,301
42,2018-10-26,2018,15-44,Total,Total,309
43,2018-11-02,2018,15-44,Total,Total,289
44,2018-11-09,2018,15-44,Total,Total,308
45,2018-11-16,2018,15-44,Total,Total,292
46,2018-11-23,2018,15-44,Total,Total,312
47,2018-11-30,2018,15-44,Total,Total,317
48,2018-12-07,2018,15-44,Total,Total,326
49,2018-12-14,2018,15-44,Total,Total,295
50,2018-12-21,2018,15-44,Total,Total,333
51,2018-12-28,2018,15-44,Total,Total,166
0,2018-01-05,2018,45-64,Total,Total,1290
1,2018-01-12,2018,45-64,Total,Total,1561
2,2018-01-19,2018,45-64,Total,Total,1507
3,2018-01-26,2018,45-64,Total,Total,1459
4,2018-02-02,2018,45-64,Total,Total,1404
5,2018-02-09,2018,45-64,Total,Total,1347
6,2018-02-16,2018,45-64,Total,Total,1377
7,2018-02-23,2018,45-64,Total,Total,1378
8,2018-03-02,2018,45-64,Total,Total,1229
9,2018-03-09,2018,45-64,Total,Total,1362
10,2018-03-16,2018,45-64,Total,Total,1316
11,2018-03-23,2018,45-64,Total,Total,1349
12,2018-03-30,2018,45-64,Total,Total,1065
13,2018-04-06,2018,45-64,Total,Total,1229
14,2018-04-13,2018,45-64,Total,Total,1382
15,2018-04-20,2018,45-64,Total,Total,1386
16,2018-04-27,2018,45-64,Total,Total,1213
17,2018-05-04,2018,45-64,Total,Total,1363
18,2018-05-11,2018,45-64,Total,Total,1115
19,2018-05-18,2018,45-64,Total,Total,1330
20,2018-05-25,2018,45-64,Total,Total,1258
21,2018-06-01,2018,45-64,Total,Total,998
22,2018-06-08,2018,45-64,Total,Total,1195
23,2018-06-15,2018,45-64,Total,Total,1199
24,2018-06-22,2018,45-64,Total,Total,1161
25,2018-06-29,2018,45-64,Total,Total,1184
26,2018-07-06,2018,45-64,Total,Total,1150
27,2018-07-13,2018,45-64,Total,Total,1140
28,2018-07-20,2018,45-64,Total,Total,1166
29,2018-07-27,2018,45-64,Total,Total,1193
30,2018-08-03,2018,45-64,Total,Total,1155
31,2018-08-10,2018,45-64,Total,Total,1175
32,2018-08-17,2018,45-64,Total,Total,1130
33,2018-08-24,2018,45-64,Total,Total,1083
34,2018-08-31,2018,45-64,Total,Total,1017
35,2018-09-07,2018,45-64,Total,Total,1196
36,2018-09-14,2018,45-64,Total,Total,1180
37,2018-09-21,2018,45-64,Total,Total,1171
38,2018-09-28,2018,45-64,Total,Total,1083
39,2018-10-05,2018,45-64,Total,Total,1200
40,2018-10-12,2018,45-64,Total,Total,1212
41,2018-10-19,2018,45-64,Total,Total,1209
42,2018-10-26,2018,45-64,Total,Total,1200
43,2018-11-02,2018,45-64,Total,Total,1151
44,2018-11-09,2018,45-64,Total,Total,1157
45,2018-11-16,2018,45-64,Total,Total,1238
46,2018-11-23,2018,45-64,Total,Total,1223
47,2018-11-30,2018,45-64,Total,Total,1246
48,2018-12-07,2018,45-64,Total,Total,1218
49,2018-12-14,2018,45-64,Total,Total,1265
50,2018-12-21,2018,45-64,Total,Total,1306
51,2018-12-28,2018,45-64,Total,Total,792
0,2018-01-05,2018,65-74,Total,Total,1976
1,2018-01-12,2018,65-74,Total,Total,2321
2,2018-01-19,2018,65-74,Total,Total,2191
3,2018-01-26,2018,65-74,Total,Total,2157
4,2018-02-02,2018,65-74,Total,Total,1988
5,2018-02-09,2018,65-74,Total,Total,2032
6,2018-02-16,2018,65-74,Total,Total,1953
7,2018-02-23,2018,65-74,Total,Total,1896
8,2018-03-02,2018,65-74,Total,Total,1728
9,2018-03-09,2018,65-74,Total,Total,2019
10,2018-03-16,2018,65-74,Total,Total,1989
11,2018-03-23,2018,65-74,Total,Total,1917
12,2018-03-30,2018,65-74,Total,Total,1586
13,2018-04-06,2018,65-74,Total,Total,1764
14,2018-04-13,2018,65-74,Total,Total,2053
15,2018-04-20,2018,65-74,Total,Total,1880
16,2018-04-27,2018,65-74,Total,Total,1707
17,2018-05-04,2018,65-74,Total,Total,1725
18,2018-05-11,2018,65-74,Total,Total,1437
19,2018-05-18,2018,65-74,Total,Total,1760
20,2018-05-25,2018,65-74,Total,Total,1659
21,2018-06-01,2018,65-74,Total,Total,1431
22,2018-06-08,2018,65-74,Total,Total,1700
23,2018-06-15,2018,65-74,Total,Total,1607
24,2018-06-22,2018,65-74,Total,Total,1613
25,2018-06-29,2018,65-74,Total,Total,1652
26,2018-07-06,2018,65-74,Total,Total,1548
27,2018-07-13,2018,65-74,Total,Total,1600
28,2018-07-20,2018,65-74,Total,Total,1577
29,2018-07-27,2018,65-74,Total,Total,1566
30,2018-08-03,2018,65-74,Total,Total,1536
31,2018-08-10,2018,65-74,Total,Total,1608
32,2018-08-17,2018,65-74,Total,Total,1558
33,2018-08-24,2018,65-74,Total,Total,1601
34,2018-08-31,2018,65-74,Total,Total,1442
35,2018-09-07,2018,65-74,Total,Total,1621
36,2018-09-14,2018,65-74,Total,Total,1600
37,2018-09-21,2018,65-74,Total,Total,1623
38,2018-09-28,2018,65-74,Total,Total,1607
39,2018-10-05,2018,65-74,Total,Total,1627
40,2018-10-12,2018,65-74,Total,Total,1607
41,2018-10-19,2018,65-74,Total,Total,1654
42,2018-10-26,2018,65-74,Total,Total,1657
43,2018-11-02,2018,65-74,Total,Total,1569
44,2018-11-09,2018,65-74,Total,Total,1666
45,2018-11-16,2018,65-74,Total,Total,1716
46,2018-11-23,2018,65-74,Total,Total,1700
47,2018-11-30,2018,65-74,Total,Total,1658
48,2018-12-07,2018,65-74,Total,Total,1696
49,2018-12-14,2018,65-74,Total,Total,1814
50,2018-12-21,2018,65-74,Total,Total,1867
51,2018-12-28,2018,65-74,Total,Total,1205
0,2018-01-05,2018,75-84,Total,Total,3612
1,2018-01-12,2018,75-84,Total,Total,4155
2,2018-01-19,2018,75-84,Total,Total,3866
3,2018-01-26,2018,75-84,Total,Total,3824
4,2018-02-02,2018,75-84,Total,Total,3661
5,2018-02-09,2018,75-84,Total,Total,3376
6,2018-02-16,2018,75-84,Total,Total,3492
7,2018-02-23,2018,75-84,Total,Total,3398
8,2018-03-02,2018,75-84,Total,Total,3028
9,2018-03-09,2018,75-84,Total,Total,3691
10,2018-03-16,2018,75-84,Total,Total,3594
11,2018-03-23,2018,75-84,Total,Total,3342
12,2018-03-30,2018,75-84,Total,Total,2884
13,2018-04-06,2018,75-84,Total,Total,3013
14,2018-04-13,2018,75-84,Total,Total,3442
15,2018-04-20,2018,75-84,Total,Total,3109
16,2018-04-27,2018,75-84,Total,Total,2906
17,2018-05-04,2018,75-84,Total,Total,2907
18,2018-05-11,2018,75-84,Total,Total,2384
19,2018-05-18,2018,75-84,Total,Total,2791
20,2018-05-25,2018,75-84,Total,Total,2687
21,2018-06-01,2018,75-84,Total,Total,2330
22,2018-06-08,2018,75-84,Total,Total,2881
23,2018-06-15,2018,75-84,Total,Total,2670
24,2018-06-22,2018,75-84,Total,Total,2550
25,2018-06-29,2018,75-84,Total,Total,2508
26,2018-07-06,2018,75-84,Total,Total,2611
27,2018-07-13,2018,75-84,Total,Total,2633
28,2018-07-20,2018,75-84,Total,Total,2484
29,2018-07-27,2018,75-84,Total,Total,2628
30,2018-08-03,2018,75-84,Total,Total,2620
31,2018-08-10,2018,75-84,Total,Total,2563
32,2018-08-17,2018,75-84,Total,Total,2489
33,2018-08-24,2018,75-84,Total,Total,2560
34,2018-08-31,2018,75-84,Total,Total,2150
35,2018-09-07,2018,75-84,Total,Total,2638
36,2018-09-14,2018,75-84,Total,Total,2576
37,2018-09-21,2018,75-84,Total,Total,2601
38,2018-09-28,2018,75-84,Total,Total,2629
39,2018-10-05,2018,75-84,Total,Total,2696
40,2018-10-12,2018,75-84,Total,Total,2741
41,2018-10-19,2018,75-84,Total,Total,2769
42,2018-10-26,2018,75-84,Total,Total,2642
43,2018-11-02,2018,75-84,Total,Total,2700
44,2018-11-09,2018,75-84,Total,Total,2949
45,2018-11-16,2018,75-84,Total,Total,2819
46,2018-11-23,2018,75-84,Total,Total,2766
47,2018-11-30,2018,75-84,Total,Total,2829
48,2018-12-07,2018,75-84,Total,Total,2965
49,2018-12-14,2018,75-84,Total,Total,2962
50,2018-12-21,2018,75-84,Total,Total,3136
51,2018-12-28,2018,75-84,Total,Total,2013
0,2018-01-05,2018,85+,Total,Total,5565
1,2018-01-12,2018,85+,Total,Total,6621
2,2018-01-19,2018,85+,Total,Total,6325
3,2018-01-26,2018,85+,Total,Total,6122
4,2018-02-02,2018,85+,Total,Total,5838
5,2018-02-09,2018,85+,Total,Total,5374
6,2018-02-16,2018,85+,Total,Total,5041
7,2018-02-23,2018,85+,Total,Total,5137
8,2018-03-02,2018,85+,Total,Total,4559
9,2018-03-09,2018,85+,Total,Total,5564
10,2018-03-16,2018,85+,Total,Total,5496
11,2018-03-23,2018,85+,Total,Total,4966
12,2018-03-30,2018,85+,Total,Total,4082
13,2018-04-06,2018,85+,Total,Total,4460
14,2018-04-13,2018,85+,Total,Total,5026
15,2018-04-20,2018,85+,Total,Total,4472
16,2018-04-27,2018,85+,Total,Total,4071
17,2018-05-04,2018,85+,Total,Total,3778
18,2018-05-11,2018,85+,Total,Total,3372
19,2018-05-18,2018,85+,Total,Total,3884
20,2018-05-25,2018,85+,Total,Total,3665
21,2018-06-01,2018,85+,Total,Total,3074
22,2018-06-08,2018,85+,Total,Total,3811
23,2018-06-15,2018,85+,Total,Total,3504
24,2018-06-22,2018,85+,Total,Total,3548
25,2018-06-29,2018,85+,Total,Total,3497
26,2018-07-06,2018,85+,Total,Total,3590
27,2018-07-13,2018,85+,Total,Total,3547
28,2018-07-20,2018,85+,Total,Total,3536
29,2018-07-27,2018,85+,Total,Total,3391
30,2018-08-03,2018,85+,Total,Total,3484
31,2018-08-10,2018,85+,Total,Total,3568
32,2018-08-17,2018,85+,Total,Total,3325
33,2018-08-24,2018,85+,Total,Total,3418
34,2018-08-31,2018,85+,Total,Total,2961
35,2018-09-07,2018,85+,Total,Total,3602
36,2018-09-14,2018,85+,Total,Total,3487
37,2018-09-21,2018,85+,Total,Total,3531
38,2018-09-28,2018,85+,Total,Total,3501
39,2018-10-05,2018,85+,Total,Total,3636
40,2018-10-12,2018,85+,Total,Total,3694
41,2018-10-19,2018,85+,Total,Total,3870
42,2018-10-26,2018,85+,Total,Total,3706
43,2018-11-02,2018,85+,Total,Total,3750
44,2018-11-09,2018,85+,Total,Total,4015
45,2018-11-16,2018,85+,Total,Total,4052
46,2018-11-23,2018,85+,Total,Total,3872
47,2018-11-30,2018,85+,Total,Total,3905
48,2018-12-07,2018,85+,Total,Total,4022
49,2018-12-14,2018,85+,Total,Total,4150
50,2018-12-21,2018,85+,Total,Total,4410
51,2018-12-28,2018,85+,Total,Total,2922
0,2018-01-05,2018,Under 1 year,Total,Total,32
1,2018-01-12,2018,Under 1 year,Total,Total,42
2,2018-01-19,2018,Under 1 year,Total,Total,33
3,2018-01-26,2018,Under 1 year,Total,Total,26
4,2018-02-02,2018,Under 1 year,Total,Total,24
5,2018-02-09,2018,Under 1 year,Total,Total,26
6,2018-02-16,2018,Under 1 year,Total,Total,24
7,2018-02-23,2018,Under 1 year,Total,Total,18
8,2018-03-02,2018,Under 1 year,Total,Total,25
9,2018-03-09,2018,Under 1 year,Total,Total,26
10,2018-03-16,2018,Under 1 year,Total,Total,25
11,2018-03-23,2018,Under 1 year,Total,Total,35
12,2018-03-30,2018,Under 1 year,Total,Total,21
13,2018-04-06,2018,Under 1 year,Total,Total,28
14,2018-04-13,2018,Under 1 year,Total,Total,19
15,2018-04-20,2018,Under 1 year,Total,Total,29
16,2018-04-27,2018,Under 1 year,Total,Total,32
17,2018-05-04,2018,Under 1 year,Total,Total,29
18,2018-05-11,2018,Under 1 year,Total,Total,26
19,2018-05-18,2018,Under 1 year,Total,Total,29
20,2018-05-25,2018,Under 1 year,Total,Total,33
21,2018-06-01,2018,Under 1 year,Total,Total,27
22,2018-06-08,2018,Under 1 year,Total,Total,32
23,2018-06-15,2018,Under 1 year,Total,Total,33
24,2018-06-22,2018,Under 1 year,Total,Total,27
25,2018-06-29,2018,Under 1 year,Total,Total,23
26,2018-07-06,2018,Under 1 year,Total,Total,26
27,2018-07-13,2018,Under 1 year,Total,Total,25
28,2018-07-20,2018,Under 1 year,Total,Total,28
29,2018-07-27,2018,Under 1 year,Total,Total,36
30,2018-08-03,2018,Under 1 year,Total,Total,33
31,2018-08-10,2018,Under 1 year,Total,Total,30
32,2018-08-17,2018,Under 1 year,Total,Total,38
33,2018-08-24,2018,Under 1 year,Total,Total,30
34,2018-08-31,2018,Under 1 year,Total,Total,30
35,2018-09-07,2018,Under 1 year,Total,Total,27
36,2018-09-14,2018,Under 1 year,Total,Total,29
37,2018-09-21,2018,Under 1 year,Total,Total,42
38,2018-09-28,2018,Under 1 year,Total,Total,29
39,2018-10-05,2018,Under 1 year,Total,Total,16
40,2018-10-12,2018,Under 1 year,Total,Total,23
41,2018-10-19,2018,Under 1 year,Total,Total,26
42,2018-10-26,2018,Under 1 year,Total,Total,34
43,2018-11-02,2018,Under 1 year,Total,Total,27
44,2018-11-09,2018,Under 1 year,Total,Total,24
45,2018-11-16,2018,Under 1 year,Total,Total,24
46,2018-11-23,2018,Under 1 year,Total,Total,35
47,2018-11-30,2018,Under 1 year,Total,Total,32
48,2018-12-07,2018,Under 1 year,Total,Total,24
49,2018-12-14,2018,Under 1 year,Total,Total,26
50,2018-12-21,2018,Under 1 year,Total,Total,24
51,2018-12-28,2018,Under 1 year,Total,Total,10
0,2018-01-05,2018,01-14,Total,Total,11
1,2018-01-12,2018,01-14,Total,Total,5
2,2018-01-19,2018,01-14,Total,Total,12
3,2018-01-26,2018,01-14,Total,Total,18
4,2018-02-02,2018,01-14,Total,Total,8
5,2018-02-09,2018,01-14,Total,Total,13
6,2018-02-16,2018,01-14,Total,Total,11
7,2018-02-23,2018,01-14,Total,Total,7
8,2018-03-02,2018,01-14,Total,Total,6
9,2018-03-09,2018,01-14,Total,Total,16
10,2018-03-16,2018,01-14,Total,Total,7
11,2018-03-23,2018,01-14,Total,Total,5
12,2018-03-30,2018,01-14,Total,Total,7
13,2018-04-06,2018,01-14,Total,Total,13
14,2018-04-13,2018,01-14,Total,Total,14
15,2018-04-20,2018,01-14,Total,Total,10
16,2018-04-27,2018,01-14,Total,Total,6
17,2018-05-04,2018,01-14,Total,Total,14
18,2018-05-11,2018,01-14,Total,Total,12
19,2018-05-18,2018,01-14,Total,Total,16
20,2018-05-25,2018,01-14,Total,Total,8
21,2018-06-01,2018,01-14,Total,Total,14
22,2018-06-08,2018,01-14,Total,Total,9
23,2018-06-15,2018,01-14,Total,Total,7
24,2018-06-22,2018,01-14,Total,Total,13
25,2018-06-29,2018,01-14,Total,Total,15
26,2018-07-06,2018,01-14,Total,Total,15
27,2018-07-13,2018,01-14,Total,Total,15
28,2018-07-20,2018,01-14,Total,Total,8
29,2018-07-27,2018,01-14,Total,Total,10
30,2018-08-03,2018,01-14,Total,Total,12
31,2018-08-10,2018,01-14,Total,Total,11
32,2018-08-17,2018,01-14,Total,Total,7
33,2018-08-24,2018,01-14,Total,Total,8
34,2018-08-31,2018,01-14,Total,Total,8
35,2018-09-07,2018,01-14,Total,Total,9
36,2018-09-14,2018,01-14,Total,Total,9
37,2018-09-21,2018,01-14,Total,Total,11
38,2018-09-28,2018,01-14,Total,Total,6
39,2018-10-05,2018,01-14,Total,Total,7
40,2018-10-12,2018,01-14,Total,Total,14
41,2018-10-19,2018,01-14,Total,Total,14
42,2018-10-26,2018,01-14,Total,Total,15
43,2018-11-02,2018,01-14,Total,Total,15
44,2018-11-09,2018,01-14,Total,Total,7
45,2018-11-16,2018,01-14,Total,Total,15
46,2018-11-23,2018,01-14,Total,Total,8
47,2018-11-30,2018,01-14,Total,Total,5
48,2018-12-07,2018,01-14,Total,Total,9
