Week,Year,Age,Sex,Condition,Region,Deaths
2,2018,Total,Total,Total,London,1239
3,2018,Total,Total,Total,London,1264
4,2018,Total,Total,Total,London,1208
5,2018,Total,Total,Total,London,1041
6,2018,Total,Total,Total,London,1171
7,2018,Total,Total,Total,London,1105
8,2018,Total,Total,Total,London,1060
9,2018,Total,Total,Total,London,1177
10,2018,Total,Total,Total,London,1121
11,2018,Total,Total,Total,London,1095
12,2018,Total,Total,Total,London,910
13,2018,Total,Total,Total,London,1014
14,2018,Total,Total,Total,London,1133
15,2018,Total,Total,Total,London,1039
16,2018,Total,Total,Total,London,947
17,2018,Total,Total,Total,London,917
18,2018,Total,Total,Total,London,841
19,2018,Total,Total,Total,London,913
20,2018,Total,Total,Total,London,932
21,2018,Total,Total,Total,London,784
22,2018,Total,Total,Total,London,890
23,2018,Total,Total,Total,London,921
24,2018,Total,Total,Total,London,855
25,2018,Total,Total,Total,London,824
26,2018,Total,Total,Total,London,814
27,2018,Total,Total,Total,London,941
28,2018,Total,Total,Total,London,905
29,2018,Total,Total,Total,London,955
30,2018,Total,Total,Total,London,883
31,2018,Total,Total,Total,London,947
32,2018,Total,Total,Total,London,870
33,2018,Total,Total,Total,London,808
34,2018,Total,Total,Total,London,741
35,2018,Total,Total,Total,London,904
36,2018,Total,Total,Total,London,834
37,2018,Total,Total,Total,London,865
38,2018,Total,Total,Total,London,868
39,2018,Total,Total,Total,London,898
40,2018,Total,Total,Total,London,860
41,2018,Total,Total,Total,London,941
42,2018,Total,Total,Total,London,905
43,2018,Total,Total,Total,London,896
44,2018,Total,Total,Total,London,925
45,2018,Total,Total,Total,London,940
46,2018,Total,Total,Total,London,903
47,2018,Total,Total,Total,London,948
48,2018,Total,Total,Total,London,958
49,2018,Total,Total,Total,London,1007
50,2018,Total,Total,Total,London,1035
51,2018,Total,Total,Total,London,655
0,2018,Total,Total,Total,South East,1902
1,2018,Total,Total,Total,South East,2371
2,2018,Total,Total,Total,South East,2287
3,2018,Total,Total,Total,South East,2184
4,2018,Total,Total,Total,South East,2046
5,2018,Total,Total,Total,South East,1867
6,2018,Total,Total,Total,South East,1810
7,2018,Total,Total,Total,South East,1757
8,2018,Total,Total,Total,South East,1611
9,2018,Total,Total,Total,South East,1919
10,2018,Total,Total,Total,South East,1954
11,2018,Total,Total,Total,South East,1853
12,2018,Total,Total,Total,South East,1518
13,2018,Total,Total,Total,South East,1578
14,2018,Total,Total,Total,South East,1883
15,2018,Total,Total,Total,South East,1743
16,2018,Total,Total,Total,South East,1613
17,2018,Total,Total,Total,South East,1570
18,2018,Total,Total,Total,South East,1294
19,2018,Total,Total,Total,South East,1511
20,2018,Total,Total,Total,South East,1512
21,2018,Total,Total,Total,South East,1187
22,2018,Total,Total,Total,South East,1435
23,2018,Total,Total,Total,South East,1442
24,2018,Total,Total,Total,South East,1448
25,2018,Total,Total,Total,South East,1408
26,2018,Total,Total,Total,South East,1426
27,2018,Total,Total,Total,South East,1403
28,2018,Total,Total,Total,South East,1373
29,2018,Total,Total,Total,South East,1374
30,2018,Total,Total,Total,South East,1396
31,2018,Total,Total,Total,South East,1453
32,2018,Total,Total,Total,South East,1361
33,2018,Total,Total,Total,South East,1392
34,2018,Total,Total,Total,South East,1170
35,2018,Total,Total,Total,South East,1464
36,2018,Total,Total,Total,South East,1440
37,2018,Total,Total,Total,South East,1503
38,2018,Total,Total,Total,South East,1375
39,2018,Total,Total,Total,South East,1387
40,2018,Total,Total,Total,South East,1491
41,2018,Total,Total,Total,South East,1570
42,2018,Total,Total,Total,South East,1376
43,2018,Total,Total,Total,South East,1465
44,2018,Total,Total,Total,South East,1543
45,2018,Total,Total,Total,South East,1538
46,2018,Total,Total,Total,South East,1503
47,2018,Total,Total,Total,South East,1523
48,2018,Total,Total,Total,South East,1594
49,2018,Total,Total,Total,South East,1573
50,2018,Total,Total,Total,South East,1688
51,2018,Total,Total,Total,South East,1062
0,2018,Total,Total,Total,South West,1393
1,2018,Total,Total,Total,South West,1552
2,2018,Total,Total,Total,South West,1535
3,2018,Total,Total,Total,South West,1460
4,2018,Total,Total,Total,South West,1382
5,2018,Total,Total,Total,South West,1378
6,2018,Total,Total,Total,South West,1283
7,2018,Total,Total,Total,South West,1314
8,2018,Total,Total,Total,South West,997
9,2018,Total,Total,Total,South West,1560
10,2018,Total,Total,Total,South West,1414
11,2018,Total,Total,Total,South West,1283
12,2018,Total,Total,Total,South West,1047
13,2018,Total,Total,Total,South West,1142
14,2018,Total,Total,Total,South West,1293
15,2018,Total,Total,Total,South West,1212
16,2018,Total,Total,Total,South West,1117
17,2018,Total,Total,Total,South West,1082
18,2018,Total,Total,Total,South West,929
19,2018,Total,Total,Total,South West,1068
20,2018,Total,Total,Total,South West,997
21,2018,Total,Total,Total,South West,830
22,2018,Total,Total,Total,South West,1057
23,2018,Total,Total,Total,South West,1085
24,2018,Total,Total,Total,South West,1019
25,2018,Total,Total,Total,South West,983
26,2018,Total,Total,Total,South West,991
27,2018,Total,Total,Total,South West,1025
28,2018,Total,Total,Total,South West,971
29,2018,Total,Total,Total,South West,941
30,2018,Total,Total,Total,South West,957
31,2018,Total,Total,Total,South West,997
32,2018,Total,Total,Total,South West,902
33,2018,Total,Total,Total,South West,900
34,2018,Total,Total,Total,South West,845
35,2018,Total,Total,Total,South West,1000
36,2018,Total,Total,Total,South West,986
37,2018,Total,Total,Total,South West,986
38,2018,Total,Total,Total,South West,965
39,2018,Total,Total,Total,South West,1020
40,2018,Total,Total,Total,South West,1043
41,2018,Total,Total,Total,South West,1088
42,2018,Total,Total,Total,South West,1004
43,2018,Total,Total,Total,South West,988
44,2018,Total,Total,Total,South West,1106
45,2018,Total,Total,Total,South West,1077
46,2018,Total,Total,Total,South West,1062
47,2018,Total,Total,Total,South West,1040
48,2018,Total,Total,Total,South West,1076
49,2018,Total,Total,Total,South West,1106
50,2018,Total,Total,Total,South West,1225
51,2018,Total,Total,Total,South West,756
0,2018,Total,Total,Total,Wales,783
1,2018,Total,Total,Total,Wales,904
2,2018,Total,Total,Total,Wales,885
3,2018,Total,Total,Total,Wales,850
4,2018,Total,Total,Total,Wales,815
5,2018,Total,Total,Total,Wales,801
6,2018,Total,Total,Total,Wales,803
7,2018,Total,Total,Total,Wales,789
8,2018,Total,Total,Total,Wales,634
9,2018,Total,Total,Total,Wales,896
10,2018,Total,Total,Total,Wales,918
11,2018,Total,Total,Total,Wales,774
12,2018,Total,Total,Total,Wales,633
13,2018,Total,Total,Total,Wales,730
14,2018,Total,Total,Total,Wales,743
15,2018,Total,Total,Total,Wales,688
16,2018,Total,Total,Total,Wales,614
17,2018,Total,Total,Total,Wales,633
18,2018,Total,Total,Total,Wales,530
19,2018,Total,Total,Total,Wales,667
20,2018,Total,Total,Total,Wales,603
21,2018,Total,Total,Total,Wales,538
22,2018,Total,Total,Total,Wales,607
23,2018,Total,Total,Total,Wales,561
24,2018,Total,Total,Total,Wales,562
25,2018,Total,Total,Total,Wales,599
26,2018,Total,Total,Total,Wales,625
27,2018,Total,Total,Total,Wales,583
28,2018,Total,Total,Total,Wales,548
29,2018,Total,Total,Total,Wales,560
30,2018,Total,Total,Total,Wales,574
31,2018,Total,Total,Total,Wales,537
32,2018,Total,Total,Total,Wales,518
33,2018,Total,Total,Total,Wales,565
34,2018,Total,Total,Total,Wales,511
35,2018,Total,Total,Total,Wales,594
36,2018,Total,Total,Total,Wales,579
37,2018,Total,Total,Total,Wales,598
38,2018,Total,Total,Total,Wales,560
39,2018,Total,Total,Total,Wales,595
40,2018,Total,Total,Total,Wales,606
41,2018,Total,Total,Total,Wales,640
42,2018,Total,Total,Total,Wales,633
43,2018,Total,Total,Total,Wales,604
44,2018,Total,Total,Total,Wales,642
45,2018,Total,Total,Total,Wales,656
46,2018,Total,Total,Total,Wales,657
47,2018,Total,Total,Total,Wales,673
48,2018,Total,Total,Total,Wales,674
49,2018,Total,Total,Total,Wales,708
50,2018,Total,Total,Total,Wales,724
51,2018,Total,Total,Total,Wales,461
0,2019,Total,Total,Total,Total,10955
1,2019,Total,Total,Total,Total,12609
2,2019,Total,Total,Total,Total,11860
3,2019,Total,Total,Total,Total,11740
4,2019,Total,Total,Total,Total,11297
5,2019,Total,Total,Total,Total,11660
6,2019,Total,Total,Total,Total,11824
7,2019,Total,Total,Total,Total,11295
8,2019,Total,Total,Total,Total,11044
9,2019,Total,Total,Total,Total,10898
10,2019,Total,Total,Total,Total,10567
11,2019,Total,Total,Total,Total,10402
12,2019,Total,Total,Total,Total,9867
13,2019,Total,Total,Total,Total,10126
14,2019,Total,Total,Total,Total,10291
15,2019,Total,Total,Total,Total,9025
16,2019,Total,Total,Total,Total,10059
17,2019,Total,Total,Total,Total,11207
18,2019,Total,Total,Total,Total,9055
19,2019,Total,Total,Total,Total,10272
20,2019,Total,Total,Total,Total,10284
21,2019,Total,Total,Total,Total,8260
22,2019,Total,Total,Total,Total,10140
23,2019,Total,Total,Total,Total,9445
24,2019,Total,Total,Total,Total,9458
25,2019,Total,Total,Total,Total,9511
26,2019,Total,Total,Total,Total,9062
27,2019,Total,Total,Total,Total,9179
28,2019,Total,Total,Total,Total,9080
29,2019,Total,Total,Total,Total,9112
30,2019,Total,Total,Total,Total,9271
31,2019,Total,Total,Total,Total,9122
32,2019,Total,Total,Total,Total,9093
33,2019,Total,Total,Total,Total,8994
34,2019,Total,Total,Total,Total,8242
35,2019,Total,Total,Total,Total,9695
36,2019,Total,Total,Total,Total,9513
37,2019,Total,Total,Total,Total,9440
38,2019,Total,Total,Total,Total,9517
39,2019,Total,Total,Total,Total,9799
40,2019,Total,Total,Total,Total,9973
41,2019,Total,Total,Total,Total,10156
42,2019,Total,Total,Total,Total,10021
43,2019,Total,Total,Total,Total,10164
44,2019,Total,Total,Total,Total,10697
45,2019,Total,Total,Total,Total,10650
46,2019,Total,Total,Total,Total,10882
47,2019,Total,Total,Total,Total,10958
48,2019,Total,Total,Total,Total,10816
49,2019,Total,Total,Total,Total,11188
50,2019,Total,Total,Total,Total,11926
51,2019,Total,Total,Total,Total,7533
0,2019,Total,Total,Respiratory,Total,1736
1,2019,Total,Total,Respiratory,Total,2214
2,2019,Total,Total,Respiratory,Total,1972
3,2019,Total,Total,Respiratory,Total,1942
4,2019,Total,Total,Respiratory,Total,1931
5,2019,Total,Total,Respiratory,Total,1918
6,2019,Total,Total,Respiratory,Total,1931
7,2019,Total,Total,Respiratory,Total,1890
8,2019,Total,Total,Respiratory,Total,1786
9,2019,Total,Total,Respiratory,Total,1657
10,2019,Total,Total,Respiratory,Total,1559
11,2019,Total,Total,Respiratory,Total,1486
12,2019,Total,Total,Respiratory,Total,1314
13,2019,Total,Total,Respiratory,Total,1412
14,2019,Total,Total,Respiratory,Total,1396
15,2019,Total,Total,Respiratory,Total,1262
16,2019,Total,Total,Respiratory,Total,1406
17,2019,Total,Total,Respiratory,Total,1581
18,2019,Total,Total,Respiratory,Total,1239
19,2019,Total,Total,Respiratory,Total,1355
20,2019,Total,Total,Respiratory,Total,1324
21,2019,Total,Total,Respiratory,Total,1105
22,2019,Total,Total,Respiratory,Total,1290
23,2019,Total,Total,Respiratory,Total,1134
24,2019,Total,Total,Respiratory,Total,1134
25,2019,Total,Total,Respiratory,Total,1143
26,2019,Total,Total,Respiratory,Total,1076
27,2019,Total,Total,Respiratory,Total,1081
28,2019,Total,Total,Respiratory,Total,1024
29,2019,Total,Total,Respiratory,Total,996
30,2019,Total,Total,Respiratory,Total,1116
31,2019,Total,Total,Respiratory,Total,1048
32,2019,Total,Total,Respiratory,Total,1033
33,2019,Total,Total,Respiratory,Total,981
34,2019,Total,Total,Respiratory,Total,854
35,2019,Total,Total,Respiratory,Total,1125
36,2019,Total,Total,Respiratory,Total,1028
37,2019,Total,Total,Respiratory,Total,1056
