,Week,Year,Age,Condition,Region,Deaths
34,2017-09-01,2017,75-84,Total,Total,1057
35,2017-09-08,2017,75-84,Total,Total,1212
36,2017-09-15,2017,75-84,Total,Total,1196
37,2017-09-22,2017,75-84,Total,Total,1197
38,2017-09-29,2017,75-84,Total,Total,1260
39,2017-10-06,2017,75-84,Total,Total,1274
40,2017-10-13,2017,75-84,Total,Total,1312
41,2017-10-20,2017,75-84,Total,Total,1332
42,2017-10-27,2017,75-84,Total,Total,1313
43,2017-11-03,2017,75-84,Total,Total,1312
44,2017-11-10,2017,75-84,Total,Total,1306
45,2017-11-17,2017,75-84,Total,Total,1344
46,2017-11-24,2017,75-84,Total,Total,1366
47,2017-12-01,2017,75-84,Total,Total,1360
48,2017-12-08,2017,75-84,Total,Total,1408
49,2017-12-15,2017,75-84,Total,Total,1486
50,2017-12-22,2017,75-84,Total,Total,1727
51,2017-12-29,2017,75-84,Total,Total,1155
0,2017-01-06,2017,85+,Total,Total,3229
1,2017-01-13,2017,85+,Total,Total,3717
2,2017-01-20,2017,85+,Total,Total,3747
3,2017-01-27,2017,85+,Total,Total,3578
4,2017-02-03,2017,85+,Total,Total,3371
5,2017-02-10,2017,85+,Total,Total,3242
6,2017-02-17,2017,85+,Total,Total,3029
7,2017-02-24,2017,85+,Total,Total,3189
8,2017-03-03,2017,85+,Total,Total,2931
9,2017-03-10,2017,85+,Total,Total,2848
10,2017-03-17,2017,85+,Total,Total,2688
11,2017-03-24,2017,85+,Total,Total,2542
12,2017-03-31,2017,85+,Total,Total,2484
13,2017-04-07,2017,85+,Total,Total,2382
14,2017-04-14,2017,85+,Total,Total,2080
15,2017-04-21,2017,85+,Total,Total,2298
16,2017-04-28,2017,85+,Total,Total,2621
17,2017-05-05,2017,85+,Total,Total,2172
18,2017-05-12,2017,85+,Total,Total,2539
19,2017-05-19,2017,85+,Total,Total,2470
20,2017-05-26,2017,85+,Total,Total,2430
21,2017-06-02,2017,85+,Total,Total,2013
22,2017-06-09,2017,85+,Total,Total,2250
23,2017-06-16,2017,85+,Total,Total,2219
24,2017-06-23,2017,85+,Total,Total,2320
25,2017-06-30,2017,85+,Total,Total,2222
26,2017-07-07,2017,85+,Total,Total,2086
27,2017-07-14,2017,85+,Total,Total,2130
28,2017-07-21,2017,85+,Total,Total,2057
29,2017-07-28,2017,85+,Total,Total,2084
30,2017-08-04,2017,85+,Total,Total,2123
31,2017-08-11,2017,85+,Total,Total,2042
32,2017-08-18,2017,85+,Total,Total,2203
33,2017-08-25,2017,85+,Total,Total,2271
34,2017-09-01,2017,85+,Total,Total,1927
35,2017-09-08,2017,85+,Total,Total,2252
36,2017-09-15,2017,85+,Total,Total,2182
37,2017-09-22,2017,85+,Total,Total,2288
38,2017-09-29,2017,85+,Total,Total,2298
39,2017-10-06,2017,85+,Total,Total,2313
40,2017-10-13,2017,85+,Total,Total,2407
41,2017-10-20,2017,85+,Total,Total,2384
42,2017-10-27,2017,85+,Total,Total,2308
43,2017-11-03,2017,85+,Total,Total,2406
44,2017-11-10,2017,85+,Total,Total,2473
45,2017-11-17,2017,85+,Total,Total,2468
46,2017-11-24,2017,85+,Total,Total,2610
47,2017-12-01,2017,85+,Total,Total,2633
48,2017-12-08,2017,85+,Total,Total,2687
49,2017-12-15,2017,85+,Total,Total,2867
50,2017-12-22,2017,85+,Total,Total,3216
51,2017-12-29,2017,85+,Total,Total,2244
0,2017-01-06,2017,Total,Total,North East,602
1,2017-01-13,2017,Total,Total,North East,738
2,2017-01-20,2017,Total,Total,North East,676
3,2017-01-27,2017,Total,Total,North East,627
4,2017-02-03,2017,Total,Total,North East,631
5,2017-02-10,2017,Total,Total,North East,635
6,2017-02-17,2017,Total,Total,North East,610
7,2017-02-24,2017,Total,Total,North East,636
8,2017-03-03,2017,Total,Total,North East,606
9,2017-03-10,2017,Total,Total,North East,570
10,2017-03-17,2017,Total,Total,North East,581
11,2017-03-24,2017,Total,Total,North East,535
12,2017-03-31,2017,Total,Total,North East,509
13,2017-04-07,2017,Total,Total,North East,523
14,2017-04-14,2017,Total,Total,North East,410
15,2017-04-21,2017,Total,Total,North East,517
16,2017-04-28,2017,Total,Total,North East,583
17,2017-05-05,2017,Total,Total,North East,479
18,2017-05-12,2017,Total,Total,North East,551
19,2017-05-19,2017,Total,Total,North East,553
20,2017-05-26,2017,Total,Total,North East,519
21,2017-06-02,2017,Total,Total,North East,408
22,2017-06-09,2017,Total,Total,North East,514
23,2017-06-16,2017,Total,Total,North East,499
24,2017-06-23,2017,Total,Total,North East,509
25,2017-06-30,2017,Total,Total,North East,451
26,2017-07-07,2017,Total,Total,North East,495
27,2017-07-14,2017,Total,Total,North East,502
28,2017-07-21,2017,Total,Total,North East,514
29,2017-07-28,2017,Total,Total,North East,456
30,2017-08-04,2017,Total,Total,North East,507
31,2017-08-11,2017,Total,Total,North East,479
32,2017-08-18,2017,Total,Total,North East,464
33,2017-08-25,2017,Total,Total,North East,482
34,2017-09-01,2017,Total,Total,North East,434
35,2017-09-08,2017,Total,Total,North East,512
36,2017-09-15,2017,Total,Total,North East,539
37,2017-09-22,2017,Total,Total,North East,504
38,2017-09-29,2017,Total,Total,North East,507
39,2017-10-06,2017,Total,Total,North East,501
40,2017-10-13,2017,Total,Total,North East,513
41,2017-10-20,2017,Total,Total,North East,550
42,2017-10-27,2017,Total,Total,North East,509
43,2017-11-03,2017,Total,Total,North East,536
44,2017-11-10,2017,Total,Total,North East,510
45,2017-11-17,2017,Total,Total,North East,502
46,2017-11-24,2017,Total,Total,North East,550
47,2017-12-01,2017,Total,Total,North East,562
48,2017-12-08,2017,Total,Total,North East,612
49,2017-12-15,2017,Total,Total,North East,595
50,2017-12-22,2017,Total,Total,North East,719
51,2017-12-29,2017,Total,Total,North East,500
0,2017-01-06,2017,Total,Total,North West,1665
1,2017-01-13,2017,Total,Total,North West,1840
2,2017-01-20,2017,Total,Total,North West,1786
3,2017-01-27,2017,Total,Total,North West,1666
4,2017-02-03,2017,Total,Total,North West,1625
5,2017-02-10,2017,Total,Total,North West,1566
6,2017-02-17,2017,Total,Total,North West,1528
7,2017-02-24,2017,Total,Total,North West,1519
8,2017-03-03,2017,Total,Total,North West,1488
9,2017-03-10,2017,Total,Total,North West,1464
10,2017-03-17,2017,Total,Total,North West,1450
11,2017-03-24,2017,Total,Total,North West,1364
12,2017-03-31,2017,Total,Total,North West,1313
13,2017-04-07,2017,Total,Total,North West,1373
14,2017-04-14,2017,Total,Total,North West,1217
15,2017-04-21,2017,Total,Total,North West,1362
16,2017-04-28,2017,Total,Total,North West,1495
17,2017-05-05,2017,Total,Total,North West,1279
18,2017-05-12,2017,Total,Total,North West,1368
19,2017-05-19,2017,Total,Total,North West,1329
20,2017-05-26,2017,Total,Total,North West,1349
21,2017-06-02,2017,Total,Total,North West,1208
22,2017-06-09,2017,Total,Total,North West,1311
23,2017-06-16,2017,Total,Total,North West,1272
24,2017-06-23,2017,Total,Total,North West,1328
25,2017-06-30,2017,Total,Total,North West,1174
26,2017-07-07,2017,Total,Total,North West,1278
27,2017-07-14,2017,Total,Total,North West,1225
28,2017-07-21,2017,Total,Total,North West,1196
29,2017-07-28,2017,Total,Total,North West,1174
30,2017-08-04,2017,Total,Total,North West,1192
31,2017-08-11,2017,Total,Total,North West,1171
32,2017-08-18,2017,Total,Total,North West,1260
33,2017-08-25,2017,Total,Total,North West,1299
34,2017-09-01,2017,Total,Total,North West,1117
35,2017-09-08,2017,Total,Total,North West,1307
36,2017-09-15,2017,Total,Total,North West,1285
37,2017-09-22,2017,Total,Total,North West,1221
38,2017-09-29,2017,Total,Total,North West,1305
39,2017-10-06,2017,Total,Total,North West,1289
40,2017-10-13,2017,Total,Total,North West,1340
41,2017-10-20,2017,Total,Total,North West,1359
42,2017-10-27,2017,Total,Total,North West,1375
43,2017-11-03,2017,Total,Total,North West,1356
44,2017-11-10,2017,Total,Total,North West,1365
45,2017-11-17,2017,Total,Total,North West,1381
46,2017-11-24,2017,Total,Total,North West,1419
47,2017-12-01,2017,Total,Total,North West,1453
48,2017-12-08,2017,Total,Total,North West,1538
49,2017-12-15,2017,Total,Total,North West,1509
50,2017-12-22,2017,Total,Total,North West,1709
51,2017-12-29,2017,Total,Total,North West,1194
0,2017-01-06,2017,Total,Total,Yorkshire and The Humber,1208
1,2017-01-13,2017,Total,Total,Yorkshire and The Humber,1351
2,2017-01-20,2017,Total,Total,Yorkshire and The Humber,1383
3,2017-01-27,2017,Total,Total,Yorkshire and The Humber,1242
4,2017-02-03,2017,Total,Total,Yorkshire and The Humber,1243
5,2017-02-10,2017,Total,Total,Yorkshire and The Humber,1224
6,2017-02-17,2017,Total,Total,Yorkshire and The Humber,1186
7,2017-02-24,2017,Total,Total,Yorkshire and The Humber,1159
8,2017-03-03,2017,Total,Total,Yorkshire and The Humber,1123
9,2017-03-10,2017,Total,Total,Yorkshire and The Humber,1110
10,2017-03-17,2017,Total,Total,Yorkshire and The Humber,1121
11,2017-03-24,2017,Total,Total,Yorkshire and The Humber,1065
12,2017-03-31,2017,Total,Total,Yorkshire and The Humber,1045
13,2017-04-07,2017,Total,Total,Yorkshire and The Humber,929
14,2017-04-14,2017,Total,Total,Yorkshire and The Humber,795
15,2017-04-21,2017,Total,Total,Yorkshire and The Humber,1010
16,2017-04-28,2017,Total,Total,Yorkshire and The Humber,1053
17,2017-05-05,2017,Total,Total,Yorkshire and The Humber,872
18,2017-05-12,2017,Total,Total,Yorkshire and The Humber,1053
19,2017-05-19,2017,Total,Total,Yorkshire and The Humber,1030
20,2017-05-26,2017,Total,Total,Yorkshire and The Humber,936
21,2017-06-02,2017,Total,Total,Yorkshire and The Humber,818
22,2017-06-09,2017,Total,Total,Yorkshire and The Humber,950
23,2017-06-16,2017,Total,Total,Yorkshire and The Humber,918
24,2017-06-23,2017,Total,Total,Yorkshire and The Humber,901
25,2017-06-30,2017,Total,Total,Yorkshire and The Humber,914
26,2017-07-07,2017,Total,Total,Yorkshire and The Humber,904
27,2017-07-14,2017,Total,Total,Yorkshire and The Humber,953
28,2017-07-21,2017,Total,Total,Yorkshire and The Humber,856
29,2017-07-28,2017,Total,Total,Yorkshire and The Humber,881
30,2017-08-04,2017,Total,Total,Yorkshire and The Humber,891
31,2017-08-11,2017,Total,Total,Yorkshire and The Humber,882
32,2017-08-18,2017,Total,Total,Yorkshire and The Humber,849
33,2017-08-25,2017,Total,Total,Yorkshire and The Humber,848
34,2017-09-01,2017,Total,Total,Yorkshire and The Humber,836
35,2017-09-08,2017,Total,Total,Yorkshire and The Humber,921
36,2017-09-15,2017,Total,Total,Yorkshire and The Humber,877
37,2017-09-22,2017,Total,Total,Yorkshire and The Humber,919
38,2017-09-29,2017,Total,Total,Yorkshire and The Humber,957
39,2017-10-06,2017,Total,Total,Yorkshire and The Humber,946
40,2017-10-13,2017,Total,Total,Yorkshire and The Humber,1011
41,2017-10-20,2017,Total,Total,Yorkshire and The Humber,1019
42,2017-10-27,2017,Total,Total,Yorkshire and The Humber,903
43,2017-11-03,2017,Total,Total,Yorkshire and The Humber,1006
44,2017-11-10,2017,Total,Total,Yorkshire and The Humber,1042
45,2017-11-17,2017,Total,Total,Yorkshire and The Humber,1027
46,2017-11-24,2017,Total,Total,Yorkshire and The Humber,1089
47,2017-12-01,2017,Total,Total,Yorkshire and The Humber,1045
48,2017-12-08,2017,Total,Total,Yorkshire and The Humber,1013
49,2017-12-15,2017,Total,Total,Yorkshire and The Humber,1048
50,2017-12-22,2017,Total,Total,Yorkshire and The Humber,1181
51,2017-12-29,2017,Total,Total,Yorkshire and The Humber,840
0,2017-01-06,2017,Total,Total,East Midlands,1016
1,2017-01-13,2017,Total,Total,East Midlands,1170
2,2017-01-20,2017,Total,Total,East Midlands,1190
3,2017-01-27,2017,Total,Total,East Midlands,1116
4,2017-02-03,2017,Total,Total,East Midlands,1045
5,2017-02-10,2017,Total,Total,East Midlands,1036
6,2017-02-17,2017,Total,Total,East Midlands,964
7,2017-02-24,2017,Total,Total,East Midlands,954
8,2017-03-03,2017,Total,Total,East Midlands,963
9,2017-03-10,2017,Total,Total,East Midlands,1038
10,2017-03-17,2017,Total,Total,East Midlands,963
11,2017-03-24,2017,Total,Total,East Midlands,947
12,2017-03-31,2017,Total,Total,East Midlands,870
13,2017-04-07,2017,Total,Total,East Midlands,835
14,2017-04-14,2017,Total,Total,East Midlands,708
15,2017-04-21,2017,Total,Total,East Midlands,812
16,2017-04-28,2017,Total,Total,East Midlands,882
17,2017-05-05,2017,Total,Total,East Midlands,803
18,2017-05-12,2017,Total,Total,East Midlands,988
19,2017-05-19,2017,Total,Total,East Midlands,817
20,2017-05-26,2017,Total,Total,East Midlands,802
21,2017-06-02,2017,Total,Total,East Midlands,726
22,2017-06-09,2017,Total,Total,East Midlands,841
23,2017-06-16,2017,Total,Total,East Midlands,819
24,2017-06-23,2017,Total,Total,East Midlands,841
25,2017-06-30,2017,Total,Total,East Midlands,804
26,2017-07-07,2017,Total,Total,East Midlands,802
27,2017-07-14,2017,Total,Total,East Midlands,862
28,2017-07-21,2017,Total,Total,East Midlands,809
29,2017-07-28,2017,Total,Total,East Midlands,738
30,2017-08-04,2017,Total,Total,East Midlands,784
31,2017-08-11,2017,Total,Total,East Midlands,772
32,2017-08-18,2017,Total,Total,East Midlands,747
33,2017-08-25,2017,Total,Total,East Midlands,783
34,2017-09-01,2017,Total,Total,East Midlands,667
35,2017-09-08,2017,Total,Total,East Midlands,808
36,2017-09-15,2017,Total,Total,East Midlands,758
37,2017-09-22,2017,Total,Total,East Midlands,814
38,2017-09-29,2017,Total,Total,East Midlands,782
39,2017-10-06,2017,Total,Total,East Midlands,818
40,2017-10-13,2017,Total,Total,East Midlands,827
41,2017-10-20,2017,Total,Total,East Midlands,806
42,2017-10-27,2017,Total,Total,East Midlands,743
43,2017-11-03,2017,Total,Total,East Midlands,850
44,2017-11-10,2017,Total,Total,East Midlands,931
45,2017-11-17,2017,Total,Total,East Midlands,898
46,2017-11-24,2017,Total,Total,East Midlands,862
47,2017-12-01,2017,Total,Total,East Midlands,878
48,2017-12-08,2017,Total,Total,East Midlands,970
49,2017-12-15,2017,Total,Total,East Midlands,971
50,2017-12-22,2017,Total,Total,East Midlands,1039
51,2017-12-29,2017,Total,Total,East Midlands,685
0,2017-01-06,2017,Total,Total,West Midlands,1243
1,2017-01-13,2017,Total,Total,West Midlands,1439
2,2017-01-20,2017,Total,Total,West Midlands,1414
3,2017-01-27,2017,Total,Total,West Midlands,1362
4,2017-02-03,2017,Total,Total,West Midlands,1293
5,2017-02-10,2017,Total,Total,West Midlands,1234
6,2017-02-17,2017,Total,Total,West Midlands,1243
7,2017-02-24,2017,Total,Total,West Midlands,1216
8,2017-03-03,2017,Total,Total,West Midlands,1184
9,2017-03-10,2017,Total,Total,West Midlands,1163
10,2017-03-17,2017,Total,Total,West Midlands,1140
11,2017-03-24,2017,Total,Total,West Midlands,1034
12,2017-03-31,2017,Total,Total,West Midlands,1024
13,2017-04-07,2017,Total,Total,West Midlands,1048
14,2017-04-14,2017,Total,Total,West Midlands,868
15,2017-04-21,2017,Total,Total,West Midlands,978
16,2017-04-28,2017,Total,Total,West Midlands,1125
17,2017-05-05,2017,Total,Total,West Midlands,902
18,2017-05-12,2017,Total,Total,West Midlands,1059
19,2017-05-19,2017,Total,Total,West Midlands,1079
20,2017-05-26,2017,Total,Total,West Midlands,1088
21,2017-06-02,2017,Total,Total,West Midlands,849
22,2017-06-09,2017,Total,Total,West Midlands,1060
23,2017-06-16,2017,Total,Total,West Midlands,1016
24,2017-06-23,2017,Total,Total,West Midlands,991
25,2017-06-30,2017,Total,Total,West Midlands,996
26,2017-07-07,2017,Total,Total,West Midlands,985
27,2017-07-14,2017,Total,Total,West Midlands,973
28,2017-07-21,2017,Total,Total,West Midlands,947
29,2017-07-28,2017,Total,Total,West Midlands,941
30,2017-08-04,2017,Total,Total,West Midlands,911
31,2017-08-11,2017,Total,Total,West Midlands,943
32,2017-08-18,2017,Total,Total,West Midlands,936
33,2017-08-25,2017,Total,Total,West Midlands,966
34,2017-09-01,2017,Total,Total,West Midlands,780
35,2017-09-08,2017,Total,Total,West Midlands,1017
36,2017-09-15,2017,Total,Total,West Midlands,1001
37,2017-09-22,2017,Total,Total,West Midlands,978
38,2017-09-29,2017,Total,Total,West Midlands,990
39,2017-10-06,2017,Total,Total,West Midlands,1003
40,2017-10-13,2017,Total,Total,West Midlands,1001
41,2017-10-20,2017,Total,Total,West Midlands,997
42,2017-10-27,2017,Total,Total,West Midlands,1058
43,2017-11-03,2017,Total,Total,West Midlands,1014
44,2017-11-10,2017,Total,Total,West Midlands,1117
45,2017-11-17,2017,Total,Total,West Midlands,1096
46,2017-11-24,2017,Total,Total,West Midlands,1080
47,2017-12-01,2017,Total,Total,West Midlands,1065
48,2017-12-08,2017,Total,Total,West Midlands,1066
49,2017-12-15,2017,Total,Total,West Midlands,1128
50,2017-12-22,2017,Total,Total,West Midlands,1318
51,2017-12-29,2017,Total,Total,West Midlands,844
0,2017-01-06,2017,Total,Total,East,1187
1,2017-01-13,2017,Total,Total,East,1450
2,2017-01-20,2017,Total,Total,East,1484
3,2017-01-27,2017,Total,Total,East,1488
4,2017-02-03,2017,Total,Total,East,1384
5,2017-02-10,2017,Total,Total,East,1411
6,2017-02-17,2017,Total,Total,East,1253
7,2017-02-24,2017,Total,Total,East,1327
8,2017-03-03,2017,Total,Total,East,1328
9,2017-03-10,2017,Total,Total,East,1230
10,2017-03-17,2017,Total,Total,East,1150
11,2017-03-24,2017,Total,Total,East,1134
12,2017-03-31,2017,Total,Total,East,1109
13,2017-04-07,2017,Total,Total,East,1056
14,2017-04-14,2017,Total,Total,East,918
15,2017-04-21,2017,Total,Total,East,996
16,2017-04-28,2017,Total,Total,East,1137
17,2017-05-05,2017,Total,Total,East,956
18,2017-05-12,2017,Total,Total,East,1153
19,2017-05-19,2017,Total,Total,East,1124
20,2017-05-26,2017,Total,Total,East,1118
21,2017-06-02,2017,Total,Total,East,813
22,2017-06-09,2017,Total,Total,East,1016
23,2017-06-16,2017,Total,Total,East,990
24,2017-06-23,2017,Total,Total,East,991
25,2017-06-30,2017,Total,Total,East,1028
26,2017-07-07,2017,Total,Total,East,1010
27,2017-07-14,2017,Total,Total,East,1005
28,2017-07-21,2017,Total,Total,East,970
29,2017-07-28,2017,Total,Total,East,949
30,2017-08-04,2017,Total,Total,East,955
31,2017-08-11,2017,Total,Total,East,1005
32,2017-08-18,2017,Total,Total,East,1018
33,2017-08-25,2017,Total,Total,East,1002
34,2017-09-01,2017,Total,Total,East,853
35,2017-09-08,2017,Total,Total,East,1066
36,2017-09-15,2017,Total,Total,East,990
37,2017-09-22,2017,Total,Total,East,1096
38,2017-09-29,2017,Total,Total,East,1071
39,2017-10-06,2017,Total,Total,East,1057
40,2017-10-13,2017,Total,Total,East,1085
41,2017-10-20,2017,Total,Total,East,1056
42,2017-10-27,2017,Total,Total,East,1037
43,2017-11-03,2017,Total,Total,East,1129
44,2017-11-10,2017,Total,Total,East,1132
45,2017-11-17,2017,Total,Total,East,1091
46,2017-11-24,2017,Total,Total,East,1148
47,2017-12-01,2017,Total,Total,East,1168
48,2017-12-08,2017,Total,Total,East,1139
49,2017-12-15,2017,Total,Total,East,1226
50,2017-12-22,2017,Total,Total,East,1322
51,2017-12-29,2017,Total,Total,East,878
0,2017-01-06,2017,Total,Total,London,1173
1,2017-01-13,2017,Total,Total,London,1296
2,2017-01-20,2017,Total,Total,London,1276
3,2017-01-27,2017,Total,Total,London,1198
4,2017-02-03,2017,Total,Total,London,1210
5,2017-02-10,2017,Total,Total,London,1161
6,2017-02-17,2017,Total,Total,London,1095
7,2017-02-24,2017,Total,Total,London,1114
8,2017-03-03,2017,Total,Total,London,930
9,2017-03-10,2017,Total,Total,London,969
10,2017-03-17,2017,Total,Total,London,946
11,2017-03-24,2017,Total,Total,London,930
12,2017-03-31,2017,Total,Total,London,888
13,2017-04-07,2017,Total,Total,London,905
14,2017-04-14,2017,Total,Total,London,801
15,2017-04-21,2017,Total,Total,London,896
16,2017-04-28,2017,Total,Total,London,1053
17,2017-05-05,2017,Total,Total,London,804
18,2017-05-12,2017,Total,Total,London,970
19,2017-05-19,2017,Total,Total,London,914
20,2017-05-26,2017,Total,Total,London,953
21,2017-06-02,2017,Total,Total,London,787
22,2017-06-09,2017,Total,Total,London,876
23,2017-06-16,2017,Total,Total,London,829
24,2017-06-23,2017,Total,Total,London,902
25,2017-06-30,2017,Total,Total,London,903
26,2017-07-07,2017,Total,Total,London,820
27,2017-07-14,2017,Total,Total,London,843
28,2017-07-21,2017,Total,Total,London,867
29,2017-07-28,2017,Total,Total,London,783
30,2017-08-04,2017,Total,Total,London,792
31,2017-08-11,2017,Total,Total,London,858
32,2017-08-18,2017,Total,Total,London,929
33,2017-08-25,2017,Total,Total,London,907
34,2017-09-01,2017,Total,Total,London,766
35,2017-09-08,2017,Total,Total,London,866
36,2017-09-15,2017,Total,Total,London,871
37,2017-09-22,2017,Total,Total,London,900
38,2017-09-29,2017,Total,Total,London,882
39,2017-10-06,2017,Total,Total,London,923
40,2017-10-13,2017,Total,Total,London,928
41,2017-10-20,2017,Total,Total,London,934
42,2017-10-27,2017,Total,Total,London,931
43,2017-11-03,2017,Total,Total,London,897
44,2017-11-10,2017,Total,Total,London,931
45,2017-11-17,2017,Total,Total,London,949
46,2017-11-24,2017,Total,Total,London,1038
47,2017-12-01,2017,Total,Total,London,972
48,2017-12-08,2017,Total,Total,London,1008
49,2017-12-15,2017,Total,Total,London,1042
50,2017-12-22,2017,Total,Total,London,1153
51,2017-12-29,2017,Total,Total,London,814
0,2017-01-06,2017,Total,Total,South East,1899
1,2017-01-13,2017,Total,Total,South East,2161
2,2017-01-20,2017,Total,Total,South East,2195
3,2017-01-27,2017,Total,Total,South East,1999
4,2017-02-03,2017,Total,Total,South East,1920
5,2017-02-10,2017,Total,Total,South East,1916
6,2017-02-17,2017,Total,Total,South East,1847
7,2017-02-24,2017,Total,Total,South East,1834
8,2017-03-03,2017,Total,Total,South East,1673
9,2017-03-10,2017,Total,Total,South East,1738
10,2017-03-17,2017,Total,Total,South East,1593
11,2017-03-24,2017,Total,Total,South East,1557
12,2017-03-31,2017,Total,Total,South East,1520
13,2017-04-07,2017,Total,Total,South East,1522
14,2017-04-14,2017,Total,Total,South East,1316
15,2017-04-21,2017,Total,Total,South East,1409
16,2017-04-28,2017,Total,Total,South East,1678
17,2017-05-05,2017,Total,Total,South East,1356
18,2017-05-12,2017,Total,Total,South East,1685
19,2017-05-19,2017,Total,Total,South East,1639
20,2017-05-26,2017,Total,Total,South East,1526
21,2017-06-02,2017,Total,Total,South East,1217
22,2017-06-09,2017,Total,Total,South East,1527
23,2017-06-16,2017,Total,Total,South East,1380
24,2017-06-23,2017,Total,Total,South East,1473
25,2017-06-30,2017,Total,Total,South East,1456
26,2017-07-07,2017,Total,Total,South East,1395
27,2017-07-14,2017,Total,Total,South East,1393
28,2017-07-21,2017,Total,Total,South East,1389
29,2017-07-28,2017,Total,Total,South East,1381
30,2017-08-04,2017,Total,Total,South East,1345
31,2017-08-11,2017,Total,Total,South East,1346
32,2017-08-18,2017,Total,Total,South East,1481
33,2017-08-25,2017,Total,Total,South East,1502
34,2017-09-01,2017,Total,Total,South East,1205
35,2017-09-08,2017,Total,Total,South East,1445
36,2017-09-15,2017,Total,Total,South East,1493
37,2017-09-22,2017,Total,Total,South East,1422
38,2017-09-29,2017,Total,Total,South East,1468
39,2017-10-06,2017,Total,Total,South East,1521
40,2017-10-13,2017,Total,Total,South East,1497
41,2017-10-20,2017,Total,Total,South East,1541
42,2017-10-27,2017,Total,Total,South East,1539
43,2017-11-03,2017,Total,Total,South East,1473
44,2017-11-10,2017,Total,Total,South East,1572
45,2017-11-17,2017,Total,Total,South East,1539
46,2017-11-24,2017,Total,Total,South East,1623
47,2017-12-01,2017,Total,Total,South East,1608
48,2017-12-08,2017,Total,Total,South East,1649
49,2017-12-15,2017,Total,Total,South East,1765
50,2017-12-22,2017,Total,Total,South East,1961
51,2017-12-29,2017,Total,Total,South East,1305
0,2017-01-06,2017,Total,Total,South West,1228
1,2017-01-13,2017,Total,Total,South West,1419
2,2017-01-20,2017,Total,Total,South West,1346
3,2017-01-27,2017,Total,Total,South West,1278
4,2017-02-03,2017,Total,Total,South West,1359
5,2017-02-10,2017,Total,Total,South West,1339
6,2017-02-17,2017,Total,Total,South West,1217
7,2017-02-24,2017,Total,Total,South West,1312
8,2017-03-03,2017,Total,Total,South West,1221
9,2017-03-10,2017,Total,Total,South West,1144
10,2017-03-17,2017,Total,Total,South West,1083
11,2017-03-24,2017,Total,Total,South West,1107
12,2017-03-31,2017,Total,Total,South West,1064
13,2017-04-07,2017,Total,Total,South West,1075
14,2017-04-14,2017,Total,Total,South West,863
15,2017-04-21,2017,Total,Total,South West,984
16,2017-04-28,2017,Total,Total,South West,1159
17,2017-05-05,2017,Total,Total,South West,997
18,2017-05-12,2017,Total,Total,South West,1155
19,2017-05-19,2017,Total,Total,South West,1161
20,2017-05-26,2017,Total,Total,South West,1118
21,2017-06-02,2017,Total,Total,South West,897
22,2017-06-09,2017,Total,Total,South West,1066
23,2017-06-16,2017,Total,Total,South West,1015
24,2017-06-23,2017,Total,Total,South West,1058
25,2017-06-30,2017,Total,Total,South West,1038
26,2017-07-07,2017,Total,Total,South West,996
27,2017-07-14,2017,Total,Total,South West,1031
28,2017-07-21,2017,Total,Total,South West,979
29,2017-07-28,2017,Total,Total,South West,963
30,2017-08-04,2017,Total,Total,South West,946
31,2017-08-11,2017,Total,Total,South West,982
32,2017-08-18,2017,Total,Total,South West,998
33,2017-08-25,2017,Total,Total,South West,1001
34,2017-09-01,2017,Total,Total,South West,908
35,2017-09-08,2017,Total,Total,South West,993
36,2017-09-15,2017,Total,Total,South West,1006
37,2017-09-22,2017,Total,Total,South West,1074
38,2017-09-29,2017,Total,Total,South West,1109
39,2017-10-06,2017,Total,Total,South West,1063
40,2017-10-13,2017,Total,Total,South West,1068
41,2017-10-20,2017,Total,Total,South West,1098
42,2017-10-27,2017,Total,Total,South West,1020
43,2017-11-03,2017,Total,Total,South West,1105
44,2017-11-10,2017,Total,Total,South West,1117
45,2017-11-17,2017,Total,Total,South West,1103
46,2017-11-24,2017,Total,Total,South West,1151
47,2017-12-01,2017,Total,Total,South West,1123
48,2017-12-08,2017,Total,Total,South West,1140
49,2017-12-15,2017,Total,Total,South West,1204
50,2017-12-22,2017,Total,Total,South West,1332
51,2017-12-29,2017,Total,Total,South West,863
0,2017-01-06,2017,Total,Total,Wales,744
1,2017-01-13,2017,Total,Total,Wales,825
2,2017-01-20,2017,Total,Total,Wales,835
3,2017-01-27,2017,Total,Total,Wales,881
4,2017-02-03,2017,Total,Total,Wales,749
5,2017-02-10,2017,Total,Total,Wales,723
6,2017-02-17,2017,Total,Total,Wales,690
7,2017-02-24,2017,Total,Total,Wales,701
8,2017-03-03,2017,Total,Total,Wales,715
9,2017-03-10,2017,Total,Total,Wales,634
10,2017-03-17,2017,Total,Total,Wales,653
11,2017-03-24,2017,Total,Total,Wales,635
12,2017-03-31,2017,Total,Total,Wales,658
13,2017-04-07,2017,Total,Total,Wales,642
14,2017-04-14,2017,Total,Total,Wales,577
15,2017-04-21,2017,Total,Total,Wales,654
16,2017-04-28,2017,Total,Total,Wales,727
17,2017-05-05,2017,Total,Total,Wales,600
18,2017-05-12,2017,Total,Total,Wales,687
19,2017-05-19,2017,Total,Total,Wales,615
20,2017-05-26,2017,Total,Total,Wales,602
21,2017-06-02,2017,Total,Total,Wales,586
22,2017-06-09,2017,Total,Total,Wales,584
23,2017-06-16,2017,Total,Total,Wales,599
