"ID";"Sex";"Age31December";"Periods";"Deaths_1"
"0";"T001038";"10000";"1995X000";"394"
"1";"T001038";"10000";"1995W101";"2719"
"2";"T001038";"10000";"1995W102";"2823"
"3";"T001038";"10000";"1995W103";"2609"
"4";"T001038";"10000";"1995W104";"2664"
"5";"T001038";"10000";"1995W105";"2577"
"6";"T001038";"10000";"1995W106";"2536"
"7";"T001038";"10000";"1995W107";"2551"
"8";"T001038";"10000";"1995W108";"2510"
"9";"T001038";"10000";"1995W109";"2490"
"10";"T001038";"10000";"1995W110";"2770"
"11";"T001038";"10000";"1995W111";"2800"
"12";"T001038";"10000";"1995W112";"2786"
"13";"T001038";"10000";"1995W113";"2634"
"14";"T001038";"10000";"1995W114";"2717"
"15";"T001038";"10000";"1995W115";"2645"
"16";"T001038";"10000";"1995W116";"2691"
"17";"T001038";"10000";"1995W117";"2645"
"18";"T001038";"10000";"1995W118";"2628"
"19";"T001038";"10000";"1995W119";"2486"
"20";"T001038";"10000";"1995W120";"2482"
"21";"T001038";"10000";"1995W121";"2468"
"22";"T001038";"10000";"1995W122";"2485"
"23";"T001038";"10000";"1995W123";"2319"
"24";"T001038";"10000";"1995W124";"2352"
"25";"T001038";"10000";"1995W125";"2498"
"26";"T001038";"10000";"1995W126";"2663"
"27";"T001038";"10000";"1995W127";"2489"
"28";"T001038";"10000";"1995W128";"2808"
"29";"T001038";"10000";"1995W129";"2451"
"30";"T001038";"10000";"1995W130";"2466"
"31";"T001038";"10000";"1995W131";"2744"
"32";"T001038";"10000";"1995W132";"2473"
"33";"T001038";"10000";"1995W133";"2380"
"34";"T001038";"10000";"1995W134";"2427"
"35";"T001038";"10000";"1995W135";"2278"
"36";"T001038";"10000";"1995W136";"2362"
"37";"T001038";"10000";"1995W137";"2348"
"38";"T001038";"10000";"1995W138";"2437"
"39";"T001038";"10000";"1995W139";"2366"
"40";"T001038";"10000";"1995W140";"2525"
"41";"T001038";"10000";"1995W141";"2600"
"42";"T001038";"10000";"1995W142";"2417"
"43";"T001038";"10000";"1995W143";"2455"
"44";"T001038";"10000";"1995W144";"2573"
"45";"T001038";"10000";"1995W145";"2533"
"46";"T001038";"10000";"1995W146";"2691"
"47";"T001038";"10000";"1995W147";"2613"
"48";"T001038";"10000";"1995W148";"2646"
"49";"T001038";"10000";"1995W149";"2826"
"50";"T001038";"10000";"1995W150";"3098"
"51";"T001038";"10000";"1995W151";"3291"
"52";"T001038";"10000";"1995W152";"3436"
"53";"T001038";"10000";"1995JJ00";"135675"
"54";"T001038";"10000";"1996W101";"3546"
"55";"T001038";"10000";"1996W102";"3257"
"56";"T001038";"10000";"1996W103";"2970"
"57";"T001038";"10000";"1996W104";"2855"
"58";"T001038";"10000";"1996W105";"2992"
"59";"T001038";"10000";"1996W106";"3089"
"60";"T001038";"10000";"1996W107";"3046"
"61";"T001038";"10000";"1996W108";"2887"
"62";"T001038";"10000";"1996W109";"2878"
"63";"T001038";"10000";"1996W110";"2714"
"64";"T001038";"10000";"1996W111";"2807"
"65";"T001038";"10000";"1996W112";"2784"
"66";"T001038";"10000";"1996W113";"2727"
"67";"T001038";"10000";"1996W114";"2765"
"68";"T001038";"10000";"1996W115";"2642"
"69";"T001038";"10000";"1996W116";"2856"
"70";"T001038";"10000";"1996W117";"2703"
"71";"T001038";"10000";"1996W118";"2498"
"72";"T001038";"10000";"1996W119";"2519"
"73";"T001038";"10000";"1996W120";"2598"
"74";"T001038";"10000";"1996W121";"2514"
"75";"T001038";"10000";"1996W122";"2523"
"76";"T001038";"10000";"1996W123";"2752"
"77";"T001038";"10000";"1996W124";"2506"
"78";"T001038";"10000";"1996W125";"2366"
"79";"T001038";"10000";"1996W126";"2376"
"80";"T001038";"10000";"1996W127";"2433"
"81";"T001038";"10000";"1996W128";"2490"
"82";"T001038";"10000";"1996W129";"2467"
"83";"T001038";"10000";"1996W130";"2500"
"84";"T001038";"10000";"1996W131";"2285"
"85";"T001038";"10000";"1996W132";"2449"
"86";"T001038";"10000";"1996W133";"2357"
"87";"T001038";"10000";"1996W134";"2364"
"88";"T001038";"10000";"1996W135";"2273"
"89";"T001038";"10000";"1996W136";"2150"
"90";"T001038";"10000";"1996W137";"2275"
"91";"T001038";"10000";"1996W138";"2523"
"92";"T001038";"10000";"1996W139";"2582"
"93";"T001038";"10000";"1996W140";"2467"
"94";"T001038";"10000";"1996W141";"2417"
"95";"T001038";"10000";"1996W142";"2377"
"96";"T001038";"10000";"1996W143";"2465"
"97";"T001038";"10000";"1996W144";"2404"
"98";"T001038";"10000";"1996W145";"2513"
"99";"T001038";"10000";"1996W146";"2537"
"100";"T001038";"10000";"1996W147";"2636"
"101";"T001038";"10000";"1996W148";"2591"
"102";"T001038";"10000";"1996W149";"2604"
"103";"T001038";"10000";"1996W150";"2708"
"104";"T001038";"10000";"1996W151";"2773"
"105";"T001038";"10000";"1996W152";"2893"
"106";"T001038";"10000";"1996W153";"858"
"107";"T001038";"10000";"1996JJ00";"137561"
"108";"T001038";"10000";"1997W101";"2268"
"109";"T001038";"10000";"1997W102";"3290"
"110";"T001038";"10000";"1997W103";"3249"
"111";"T001038";"10000";"1997W104";"3185"
"112";"T001038";"10000";"1997W105";"3061"
"113";"T001038";"10000";"1997W106";"3012"
"114";"T001038";"10000";"1997W107";"2980"
"115";"T001038";"10000";"1997W108";"2807"
"116";"T001038";"10000";"1997W109";"2792"
"117";"T001038";"10000";"1997W110";"2640"
"118";"T001038";"10000";"1997W111";"2529"
"119";"T001038";"10000";"1997W112";"2467"
"120";"T001038";"10000";"1997W113";"2483"
"121";"T001038";"10000";"1997W114";"2546"
"122";"T001038";"10000";"1997W115";"2451"
"123";"T001038";"10000";"1997W116";"2455"
"124";"T001038";"10000";"1997W117";"2649"
"125";"T001038";"10000";"1997W118";"2646"
"126";"T001038";"10000";"1997W119";"2437"
"127";"T001038";"10000";"1997W120";"2611"
"128";"T001038";"10000";"1997W121";"2483"
"129";"T001038";"10000";"1997W122";"2426"
"130";"T001038";"10000";"1997W123";"2709"
"131";"T001038";"10000";"1997W124";"2555"
"132";"T001038";"10000";"1997W125";"2391"
"133";"T001038";"10000";"1997W126";"2372"
"134";"T001038";"10000";"1997W127";"2409"
"135";"T001038";"10000";"1997W128";"2486"
"136";"T001038";"10000";"1997W129";"2402"
"137";"T001038";"10000";"1997W130";"2369"
"138";"T001038";"10000";"1997W131";"2352"
"139";"T001038";"10000";"1997W132";"2434"
"140";"T001038";"10000";"1997W133";"2943"
"141";"T001038";"10000";"1997W134";"2809"
"142";"T001038";"10000";"1997W135";"2488"
"143";"T001038";"10000";"1997W136";"2307"
"144";"T001038";"10000";"1997W137";"2402"
"145";"T001038";"10000";"1997W138";"2433"
"146";"T001038";"10000";"1997W139";"2360"
"147";"T001038";"10000";"1997W140";"2386"
"148";"T001038";"10000";"1997W141";"2557"
"149";"T001038";"10000";"1997W142";"2441"
"150";"T001038";"10000";"1997W143";"2549"
"151";"T001038";"10000";"1997W144";"2450"
"152";"T001038";"10000";"1997W145";"2530"
"153";"T001038";"10000";"1997W146";"2408"
"154";"T001038";"10000";"1997W147";"2446"
"155";"T001038";"10000";"1997W148";"2663"
"156";"T001038";"10000";"1997W149";"2538"
"157";"T001038";"10000";"1997W150";"2670"
"158";"T001038";"10000";"1997W151";"2738"
"159";"T001038";"10000";"1997W152";"2595"
"160";"T001038";"10000";"1997W153";"1124"
"161";"T001038";"10000";"1997JJ00";"135783"
"162";"T001038";"10000";"1998W101";"1551"
"163";"T001038";"10000";"1998W102";"2558"
"164";"T001038";"10000";"1998W103";"2418"
"165";"T001038";"10000";"1998W104";"2530"
"166";"T001038";"10000";"1998W105";"2691"
"167";"T001038";"10000";"1998W106";"2615"
"168";"T001038";"10000";"1998W107";"2695"
"169";"T001038";"10000";"1998W108";"2719"
"170";"T001038";"10000";"1998W109";"2627"
"171";"T001038";"10000";"1998W110";"2812"
"172";"T001038";"10000";"1998W111";"2876"
"173";"T001038";"10000";"1998W112";"2991"
"174";"T001038";"10000";"1998W113";"2984"
"175";"T001038";"10000";"1998W114";"3107"
"176";"T001038";"10000";"1998W115";"2910"
"177";"T001038";"10000";"1998W116";"2900"
"178";"T001038";"10000";"1998W117";"2768"
"179";"T001038";"10000";"1998W118";"2692"
"180";"T001038";"10000";"1998W119";"2598"
"181";"T001038";"10000";"1998W120";"2826"
"182";"T001038";"10000";"1998W121";"2588"
"183";"T001038";"10000";"1998W122";"2505"
"184";"T001038";"10000";"1998W123";"2368"
"185";"T001038";"10000";"1998W124";"2383"
"186";"T001038";"10000";"1998W125";"2545"
"187";"T001038";"10000";"1998W126";"2456"
"188";"T001038";"10000";"1998W127";"2451"
"189";"T001038";"10000";"1998W128";"2456"
"190";"T001038";"10000";"1998W129";"2408"
"191";"T001038";"10000";"1998W130";"2588"
"192";"T001038";"10000";"1998W131";"2409"
"193";"T001038";"10000";"1998W132";"2450"
"194";"T001038";"10000";"1998W133";"2514"
"195";"T001038";"10000";"1998W134";"2399"
"196";"T001038";"10000";"1998W135";"2343"
"197";"T001038";"10000";"1998W136";"2478"
"198";"T001038";"10000";"1998W137";"2430"
"199";"T001038";"10000";"1998W138";"2496"
"200";"T001038";"10000";"1998W139";"2524"
"201";"T001038";"10000";"1998W140";"2471"
"202";"T001038";"10000";"1998W141";"2484"
"203";"T001038";"10000";"1998W142";"2623"
"204";"T001038";"10000";"1998W143";"2537"
"205";"T001038";"10000";"1998W144";"2453"
"206";"T001038";"10000";"1998W145";"2570"
"207";"T001038";"10000";"1998W146";"2621"
"208";"T001038";"10000";"1998W147";"2697"
"209";"T001038";"10000";"1998W148";"2713"
"210";"T001038";"10000";"1998W149";"2866"
"211";"T001038";"10000";"1998W150";"3034"
"212";"T001038";"10000";"1998W151";"3058"
"213";"T001038";"10000";"1998W152";"2964"
"214";"T001038";"10000";"1998W153";"1732"
"215";"T001038";"10000";"1998JJ00";"137482"
"216";"T001038";"10000";"1999X000";"1250"
"217";"T001038";"10000";"1999W101";"3106"
"218";"T001038";"10000";"1999W102";"3005"
"219";"T001038";"10000";"1999W103";"2918"
"220";"T001038";"10000";"1999W104";"2866"
"221";"T001038";"10000";"1999W105";"2972"
"222";"T001038";"10000";"1999W106";"3105"
"223";"T001038";"10000";"1999W107";"3123"
"224";"T001038";"10000";"1999W108";"3134"
"225";"T001038";"10000";"1999W109";"3241"
"226";"T001038";"10000";"1999W110";"3078"
"227";"T001038";"10000";"1999W111";"2797"
"228";"T001038";"10000";"1999W112";"2824"
"229";"T001038";"10000";"1999W113";"2713"
"230";"T001038";"10000";"1999W114";"2671"
"231";"T001038";"10000";"1999W115";"2533"
"232";"T001038";"10000";"1999W116";"2646"
"233";"T001038";"10000";"1999W117";"2636"
"234";"T001038";"10000";"1999W118";"2674"
"235";"T001038";"10000";"1999W119";"2507"
"236";"T001038";"10000";"1999W120";"2589"
"237";"T001038";"10000";"1999W121";"2561"
"238";"T001038";"10000";"1999W122";"2534"
"239";"T001038";"10000";"1999W123";"2575"
"240";"T001038";"10000";"1999W124";"2583"
"241";"T001038";"10000";"1999W125";"2462"
"242";"T001038";"10000";"1999W126";"2630"
"243";"T001038";"10000";"1999W127";"2485"
"244";"T001038";"10000";"1999W128";"2611"
"245";"T001038";"10000";"1999W129";"2548"
"246";"T001038";"10000";"1999W130";"2486"
"247";"T001038";"10000";"1999W131";"2753"
"248";"T001038";"10000";"1999W132";"2452"
"249";"T001038";"10000";"1999W133";"2450"
"250";"T001038";"10000";"1999W134";"2571"
"251";"T001038";"10000";"1999W135";"2459"
"252";"T001038";"10000";"1999W136";"2501"
"253";"T001038";"10000";"1999W137";"2527"
"254";"T001038";"10000";"1999W138";"2497"
"255";"T001038";"10000";"1999W139";"2458"
"256";"T001038";"10000";"1999W140";"2335"
"257";"T001038";"10000";"1999W141";"2403"
"258";"T001038";"10000";"1999W142";"2631"
"259";"T001038";"10000";"1999W143";"2663"
"260";"T001038";"10000";"1999W144";"2565"
"261";"T001038";"10000";"1999W145";"2583"
"262";"T001038";"10000";"1999W146";"2571"
"263";"T001038";"10000";"1999W147";"2631"
"264";"T001038";"10000";"1999W148";"2618"
"265";"T001038";"10000";"1999W149";"2791"
"266";"T001038";"10000";"1999W150";"2885"
"267";"T001038";"10000";"1999W151";"2974"
"268";"T001038";"10000";"1999W152";"2306"
"269";"T001038";"10000";"1999JJ00";"140487"
"270";"T001038";"10000";"2000X000";"956"
"271";"T001038";"10000";"2000W101";"3564"
"272";"T001038";"10000";"2000W102";"3438"
"273";"T001038";"10000";"2000W103";"3307"
"274";"T001038";"10000";"2000W104";"3203"
"275";"T001038";"10000";"2000W105";"2967"
"276";"T001038";"10000";"2000W106";"2835"
"277";"T001038";"10000";"2000W107";"2773"
"278";"T001038";"10000";"2000W108";"2869"
"279";"T001038";"10000";"2000W109";"2673"
"280";"T001038";"10000";"2000W110";"2690"
"281";"T001038";"10000";"2000W111";"2673"
"282";"T001038";"10000";"2000W112";"2533"
"283";"T001038";"10000";"2000W113";"2554"
"284";"T001038";"10000";"2000W114";"2690"
"285";"T001038";"10000";"2000W115";"2687"
"286";"T001038";"10000";"2000W116";"2705"
"287";"T001038";"10000";"2000W117";"2647"
"288";"T001038";"10000";"2000W118";"2554"
"289";"T001038";"10000";"2000W119";"2744"
"290";"T001038";"10000";"2000W120";"2698"
"291";"T001038";"10000";"2000W121";"2455"
"292";"T001038";"10000";"2000W122";"2513"
"293";"T001038";"10000";"2000W123";"2484"
"294";"T001038";"10000";"2000W124";"2452"
"295";"T001038";"10000";"2000W125";"2969"
"296";"T001038";"10000";"2000W126";"2632"
"297";"T001038";"10000";"2000W127";"2572"
"298";"T001038";"10000";"2000W128";"2469"
"299";"T001038";"10000";"2000W129";"2456"
"300";"T001038";"10000";"2000W130";"2505"
"301";"T001038";"10000";"2000W131";"2532"
"302";"T001038";"10000";"2000W132";"2488"
"303";"T001038";"10000";"2000W133";"2539"
"304";"T001038";"10000";"2000W134";"2416"
"305";"T001038";"10000";"2000W135";"2391"
"306";"T001038";"10000";"2000W136";"2506"
"307";"T001038";"10000";"2000W137";"2517"
"308";"T001038";"10000";"2000W138";"2501"
"309";"T001038";"10000";"2000W139";"2479"
"310";"T001038";"10000";"2000W140";"2578"
"311";"T001038";"10000";"2000W141";"2539"
"312";"T001038";"10000";"2000W142";"2571"
"313";"T001038";"10000";"2000W143";"2734"
"314";"T001038";"10000";"2000W144";"2652"
"315";"T001038";"10000";"2000W145";"2572"
"316";"T001038";"10000";"2000W146";"2644"
"317";"T001038";"10000";"2000W147";"2689"
"318";"T001038";"10000";"2000W148";"2773"
"319";"T001038";"10000";"2000W149";"2618"
"320";"T001038";"10000";"2000W150";"2737"
"321";"T001038";"10000";"2000W151";"2855"
"322";"T001038";"10000";"2000W152";"2929"
"323";"T001038";"10000";"2000JJ00";"140527"
"324";"T001038";"10000";"2001W101";"3051"
"325";"T001038";"10000";"2001W102";"2852"
"326";"T001038";"10000";"2001W103";"2907"
"327";"T001038";"10000";"2001W104";"3031"
"328";"T001038";"10000";"2001W105";"2928"
"329";"T001038";"10000";"2001W106";"2861"
"330";"T001038";"10000";"2001W107";"2761"
"331";"T001038";"10000";"2001W108";"2685"
"332";"T001038";"10000";"2001W109";"2749"
"333";"T001038";"10000";"2001W110";"2896"
"334";"T001038";"10000";"2001W111";"2812"
"335";"T001038";"10000";"2001W112";"2837"
"336";"T001038";"10000";"2001W113";"2774"
"337";"T001038";"10000";"2001W114";"2794"
"338";"T001038";"10000";"2001W115";"2752"
"339";"T001038";"10000";"2001W116";"2590"
"340";"T001038";"10000";"2001W117";"2712"
"341";"T001038";"10000";"2001W118";"2685"
"342";"T001038";"10000";"2001W119";"2739"
"343";"T001038";"10000";"2001W120";"2759"
"344";"T001038";"10000";"2001W121";"2674"
"345";"T001038";"10000";"2001W122";"2722"
"346";"T001038";"10000";"2001W123";"2581"
"347";"T001038";"10000";"2001W124";"2721"
"348";"T001038";"10000";"2001W125";"2585"
"349";"T001038";"10000";"2001W126";"2683"
"350";"T001038";"10000";"2001W127";"2751"
"351";"T001038";"10000";"2001W128";"2475"
"352";"T001038";"10000";"2001W129";"2405"
"353";"T001038";"10000";"2001W130";"2519"
"354";"T001038";"10000";"2001W131";"2438"
"355";"T001038";"10000";"2001W132";"2450"
"356";"T001038";"10000";"2001W133";"2511"
"357";"T001038";"10000";"2001W134";"2648"
"358";"T001038";"10000";"2001W135";"2441"
"359";"T001038";"10000";"2001W136";"2482"
"360";"T001038";"10000";"2001W137";"2403"
"361";"T001038";"10000";"2001W138";"2577"
"362";"T001038";"10000";"2001W139";"2588"
"363";"T001038";"10000";"2001W140";"2607"
"364";"T001038";"10000";"2001W141";"2567"
"365";"T001038";"10000";"2001W142";"2701"
"366";"T001038";"10000";"2001W143";"2568"
"367";"T001038";"10000";"2001W144";"2519"
"368";"T001038";"10000";"2001W145";"2535"
"369";"T001038";"10000";"2001W146";"2674"
"370";"T001038";"10000";"2001W147";"2749"
"371";"T001038";"10000";"2001W148";"2757"
"372";"T001038";"10000";"2001W149";"2768"
"373";"T001038";"10000";"2001W150";"2797"
"374";"T001038";"10000";"2001W151";"2982"
"375";"T001038";"10000";"2001W152";"2900"
"376";"T001038";"10000";"2001W153";"424"
"377";"T001038";"10000";"2001JJ00";"140377"
"378";"T001038";"10000";"2002W101";"2522"
"379";"T001038";"10000";"2002W102";"3145"
"380";"T001038";"10000";"2002W103";"3032"
"381";"T001038";"10000";"2002W104";"3079"
"382";"T001038";"10000";"2002W105";"2938"
"383";"T001038";"10000";"2002W106";"2859"
"384";"T001038";"10000";"2002W107";"2778"
"385";"T001038";"10000";"2002W108";"2957"
"386";"T001038";"10000";"2002W109";"3231"
"387";"T001038";"10000";"2002W110";"3015"
"388";"T001038";"10000";"2002W111";"3088"
"389";"T001038";"10000";"2002W112";"2938"
"390";"T001038";"10000";"2002W113";"2903"
"391";"T001038";"10000";"2002W114";"2795"
"392";"T001038";"10000";"2002W115";"2874"
"393";"T001038";"10000";"2002W116";"2778"
"394";"T001038";"10000";"2002W117";"2780"
"395";"T001038";"10000";"2002W118";"2638"
"396";"T001038";"10000";"2002W119";"2590"
"397";"T001038";"10000";"2002W120";"2620"
"398";"T001038";"10000";"2002W121";"2555"
"399";"T001038";"10000";"2002W122";"2641"
"400";"T001038";"10000";"2002W123";"2658"
"401";"T001038";"10000";"2002W124";"2525"
"402";"T001038";"10000";"2002W125";"2665"
"403";"T001038";"10000";"2002W126";"2556"
"404";"T001038";"10000";"2002W127";"2568"
"405";"T001038";"10000";"2002W128";"2548"
"406";"T001038";"10000";"2002W129";"2500"
"407";"T001038";"10000";"2002W130";"2612"
"408";"T001038";"10000";"2002W131";"2792"
"409";"T001038";"10000";"2002W132";"2461"
"410";"T001038";"10000";"2002W133";"2497"
"411";"T001038";"10000";"2002W134";"2624"
"412";"T001038";"10000";"2002W135";"2362"
"413";"T001038";"10000";"2002W136";"2469"
"414";"T001038";"10000";"2002W137";"2456"
"415";"T001038";"10000";"2002W138";"2372"
"416";"T001038";"10000";"2002W139";"2434"
"417";"T001038";"10000";"2002W140";"2557"
"418";"T001038";"10000";"2002W141";"2518"
"419";"T001038";"10000";"2002W142";"2606"
"420";"T001038";"10000";"2002W143";"2712"
"421";"T001038";"10000";"2002W144";"2681"
"422";"T001038";"10000";"2002W145";"2666"
"423";"T001038";"10000";"2002W146";"2637"
"424";"T001038";"10000";"2002W147";"2720"
"425";"T001038";"10000";"2002W148";"2696"
"426";"T001038";"10000";"2002W149";"2676"
"427";"T001038";"10000";"2002W150";"3011"
"428";"T001038";"10000";"2002W151";"3023"
"429";"T001038";"10000";"2002W152";"3127"
"430";"T001038";"10000";"2002W153";"870"
"431";"T001038";"10000";"2002JJ00";"142355"
"432";"T001038";"10000";"2003W101";"2141"
"433";"T001038";"10000";"2003W102";"2987"
"434";"T001038";"10000";"2003W103";"2981"
"435";"T001038";"10000";"2003W104";"2963"
"436";"T001038";"10000";"2003W105";"2821"
"437";"T001038";"10000";"2003W106";"2745"
"438";"T001038";"10000";"2003W107";"2736"
"439";"T001038";"10000";"2003W108";"2923"
"440";"T001038";"10000";"2003W109";"3021"
"441";"T001038";"10000";"2003W110";"2991"
"442";"T001038";"10000";"2003W111";"2983"
"443";"T001038";"10000";"2003W112";"2898"
"444";"T001038";"10000";"2003W113";"2914"
"445";"T001038";"10000";"2003W114";"2948"
"446";"T001038";"10000";"2003W115";"2730"
"447";"T001038";"10000";"2003W116";"2924"
"448";"T001038";"10000";"2003W117";"2844"
"449";"T001038";"10000";"2003W118";"2577"
"450";"T001038";"10000";"2003W119";"2554"
"451";"T001038";"10000";"2003W120";"2560"
"452";"T001038";"10000";"2003W121";"2590"
"453";"T001038";"10000";"2003W122";"2610"
"454";"T001038";"10000";"2003W123";"2853"
"455";"T001038";"10000";"2003W124";"2487"
"456";"T001038";"10000";"2003W125";"2464"
"457";"T001038";"10000";"2003W126";"2541"
"458";"T001038";"10000";"2003W127";"2392"
"459";"T001038";"10000";"2003W128";"2436"
"460";"T001038";"10000";"2003W129";"2721"
"461";"T001038";"10000";"2003W130";"2553"
"462";"T001038";"10000";"2003W131";"2556"
"463";"T001038";"10000";"2003W132";"2773"
"464";"T001038";"10000";"2003W133";"2866"
"465";"T001038";"10000";"2003W134";"2496"
"466";"T001038";"10000";"2003W135";"2398"
"467";"T001038";"10000";"2003W136";"2487"
"468";"T001038";"10000";"2003W137";"2457"
"469";"T001038";"10000";"2003W138";"2661"
"470";"T001038";"10000";"2003W139";"2631"
"471";"T001038";"10000";"2003W140";"2531"
"472";"T001038";"10000";"2003W141";"2484"
"473";"T001038";"10000";"2003W142";"2586"
"474";"T001038";"10000";"2003W143";"2599"
"475";"T001038";"10000";"2003W144";"2743"
"476";"T001038";"10000";"2003W145";"2636"
"477";"T001038";"10000";"2003W146";"2581"
"478";"T001038";"10000";"2003W147";"2639"
"479";"T001038";"10000";"2003W148";"2643"
"480";"T001038";"10000";"2003W149";"2636"
"481";"T001038";"10000";"2003W150";"2898"
"482";"T001038";"10000";"2003W151";"3112"
"483";"T001038";"10000";"2003W152";"3201"
"484";"T001038";"10000";"2003W153";"1434"
"485";"T001038";"10000";"2003JJ00";"141936"
"486";"T001038";"10000";"2004W101";"1899"
"487";"T001038";"10000";"2004W102";"3333"
"488";"T001038";"10000";"2004W103";"3055"
"489";"T001038";"10000";"2004W104";"2921"
"490";"T001038";"10000";"2004W105";"2907"
"491";"T001038";"10000";"2004W106";"2751"
"492";"T001038";"10000";"2004W107";"2692"
"493";"T001038";"10000";"2004W108";"2746"
"494";"T001038";"10000";"2004W109";"2722"
"495";"T001038";"10000";"2004W110";"2720"
"496";"T001038";"10000";"2004W111";"2649"
"497";"T001038";"10000";"2004W112";"2740"
"498";"T001038";"10000";"2004W113";"2639"
"499";"T001038";"10000";"2004W114";"2743"
"500";"T001038";"10000";"2004W115";"2560"
"501";"T001038";"10000";"2004W116";"2648"
"502";"T001038";"10000";"2004W117";"2541"
"503";"T001038";"10000";"2004W118";"2548"
"504";"T001038";"10000";"2004W119";"2455"
"505";"T001038";"10000";"2004W120";"2563"
"506";"T001038";"10000";"2004W121";"2500"
"507";"T001038";"10000";"2004W122";"2509"
"508";"T001038";"10000";"2004W123";"2485"
"509";"T001038";"10000";"2004W124";"2680"
"510";"T001038";"10000";"2004W125";"2403"
"511";"T001038";"10000";"2004W126";"2442"
"512";"T001038";"10000";"2004W127";"2454"
"513";"T001038";"10000";"2004W128";"2493"
"514";"T001038";"10000";"2004W129";"2399"
"515";"T001038";"10000";"2004W130";"2372"
"516";"T001038";"10000";"2004W131";"2449"
"517";"T001038";"10000";"2004W132";"2642"
"518";"T001038";"10000";"2004W133";"2679"
"519";"T001038";"10000";"2004W134";"2414"
"520";"T001038";"10000";"2004W135";"2429"
"521";"T001038";"10000";"2004W136";"2414"
"522";"T001038";"10000";"2004W137";"2459"
"523";"T001038";"10000";"2004W138";"2405"
"524";"T001038";"10000";"2004W139";"2434"
"525";"T001038";"10000";"2004W140";"2558"
"526";"T001038";"10000";"2004W141";"2438"
"527";"T001038";"10000";"2004W142";"2497"
"528";"T001038";"10000";"2004W143";"2529"
"529";"T001038";"10000";"2004W144";"2578"
"530";"T001038";"10000";"2004W145";"2517"
"531";"T001038";"10000";"2004W146";"2537"
"532";"T001038";"10000";"2004W147";"2575"
"533";"T001038";"10000";"2004W148";"2567"
"534";"T001038";"10000";"2004W149";"2619"
"535";"T001038";"10000";"2004W150";"2607"
"536";"T001038";"10000";"2004W151";"2734"
"537";"T001038";"10000";"2004W152";"2836"
"538";"T001038";"10000";"2004W153";"2067"
"539";"T001038";"10000";"2004JJ00";"136553"
"540";"T001038";"10000";"2005X000";"796"
"541";"T001038";"10000";"2005W101";"2871"
"542";"T001038";"10000";"2005W102";"2808"
"543";"T001038";"10000";"2005W103";"2845"
"544";"T001038";"10000";"2005W104";"2813"
"545";"T001038";"10000";"2005W105";"2906"
"546";"T001038";"10000";"2005W106";"3001"
"547";"T001038";"10000";"2005W107";"3094"
"548";"T001038";"10000";"2005W108";"3197"
"549";"T001038";"10000";"2005W109";"3351"
"550";"T001038";"10000";"2005W110";"3277"
"551";"T001038";"10000";"2005W111";"3089"
"552";"T001038";"10000";"2005W112";"2961"
"553";"T001038";"10000";"2005W113";"2765"
"554";"T001038";"10000";"2005W114";"2670"
"555";"T001038";"10000";"2005W115";"2615"
"556";"T001038";"10000";"2005W116";"2566"
"557";"T001038";"10000";"2005W117";"2530"
"558";"T001038";"10000";"2005W118";"2564"
"559";"T001038";"10000";"2005W119";"2572"
"560";"T001038";"10000";"2005W120";"2574"
"561";"T001038";"10000";"2005W121";"2662"
"562";"T001038";"10000";"2005W122";"2460"
"563";"T001038";"10000";"2005W123";"2377"
"564";"T001038";"10000";"2005W124";"2539"
"565";"T001038";"10000";"2005W125";"2782"
"566";"T001038";"10000";"2005W126";"2509"
"567";"T001038";"10000";"2005W127";"2302"
"568";"T001038";"10000";"2005W128";"2382"
"569";"T001038";"10000";"2005W129";"2326"
"570";"T001038";"10000";"2005W130";"2318"
"571";"T001038";"10000";"2005W131";"2314"
"572";"T001038";"10000";"2005W132";"2244"
"573";"T001038";"10000";"2005W133";"2394"
"574";"T001038";"10000";"2005W134";"2361"
"575";"T001038";"10000";"2005W135";"2423"
"576";"T001038";"10000";"2005W136";"2392"
"577";"T001038";"10000";"2005W137";"2323"
"578";"T001038";"10000";"2005W138";"2219"
"579";"T001038";"10000";"2005W139";"2342"
"580";"T001038";"10000";"2005W140";"2397"
"581";"T001038";"10000";"2005W141";"2416"
"582";"T001038";"10000";"2005W142";"2524"
"583";"T001038";"10000";"2005W143";"2499"
"584";"T001038";"10000";"2005W144";"2322"
"585";"T001038";"10000";"2005W145";"2417"
"586";"T001038";"10000";"2005W146";"2489"
"587";"T001038";"10000";"2005W147";"2692"
"588";"T001038";"10000";"2005W148";"2669"
"589";"T001038";"10000";"2005W149";"2705"
"590";"T001038";"10000";"2005W150";"2714"
"591";"T001038";"10000";"2005W151";"2676"
"592";"T001038";"10000";"2005W152";"2348"
"593";"T001038";"10000";"2005JJ00";"136402"
"594";"T001038";"10000";"2006X000";"352"
"595";"T001038";"10000";"2006W101";"2746"
"596";"T001038";"10000";"2006W102";"2834"
"597";"T001038";"10000";"2006W103";"2770"
"598";"T001038";"10000";"2006W104";"2747"
"599";"T001038";"10000";"2006W105";"2838"
"600";"T001038";"10000";"2006W106";"2819"
"601";"T001038";"10000";"2006W107";"2841"
"602";"T001038";"10000";"2006W108";"2856"
"603";"T001038";"10000";"2006W109";"2880"
"604";"T001038";"10000";"2006W110";"2920"
"605";"T001038";"10000";"2006W111";"2762"
